"","Connecting Tubule","Distal Convoluted Tubule","Endothelial Cell","Intercalated Cells Type A","Intercalated Cells Type B","Leukocyte","Mesangial Cells","Principal Cells","Proximal Tubule","Thick Ascending Limb"
"101",9.24368985491404e-05,0.719853003114797,9.24368985491524e-05,9.24368981803534e-05,0.279407501691911,9.24368985491351e-05,9.24368985491362e-05,9.24368985491358e-05,9.2436898549131e-05,9.2436903816383e-05
"102",0.0105910452293367,0.97676944902986,8.76271262451282e-05,8.76271262617356e-05,8.76271262617299e-05,8.76271262584448e-05,8.76271262617312e-05,8.76271262617313e-05,8.76271262617317e-05,0.0120261158569914
"103",0.17200633790718,0.155550565065065,0.00027567874786912,0.190585212212013,0.232841050797607,0.000275678747869106,0.000275678747869103,0.00027567874786908,0.247638440278637,0.000275678748023178
"104",0.000173758181071893,0.770113216721524,0.000144779464187447,0.00014477946508299,0.00014477946418744,0.0589061565324365,0.000144779464187415,0.000144779464187414,0.0330869201061458,0.136996051136989
"105",0.000135695424314967,0.358689952656719,0.000135695424305084,0.00013569542430461,0.00177769498539436,0.000135695424304259,0.000135695424304269,0.000135695424304261,0.228036708837924,0.410681470974126
"106",0.145687544447655,0.69886883654677,8.89894160106619e-05,8.89894161511965e-05,8.89894161534312e-05,8.89894161534387e-05,8.89894161534276e-05,8.89894161534359e-05,0.154820693091741,8.89894170584429e-05
"107",0.411869972070201,0.464530451554228,0.000134996576550057,0.000134996576550865,0.000134996576550058,0.000134996576550091,0.000134996576550058,0.00804397337569357,0.000134996576550054,0.114745623540576
"108",0.000296649248735784,0.218863194594531,0.000296649248735713,0.331541673228342,0.287622696755691,0.000296649248735755,0.00029664924873577,0.000296649248735765,0.139809922501848,0.0206792666759092
"109",0.350330263629249,0.053963179424786,0.000138018089086916,0.000138018089086916,0.000138018089086921,0.000138018089086922,0.000138018089086921,0.0204051925695636,0.574473255842322,0.000138018088645148
"110",0.000132365299456542,0.454099395253728,0.000132365299456572,0.000132365299459747,0.000132365299456549,0.000132365299456545,0.000132365299456553,0.000132365299456556,0.200897791284876,0.344076256365197
"111",0.0297192742303631,0.626339755284062,0.000126192203119337,0.000126192203119338,0.122406731908582,0.00696085918563666,0.127728840527221,0.000126192203119334,0.0465779804152643,0.0398879818395133
"112",6.05108683239362e-05,6.05108683239425e-05,6.05108683239083e-05,6.05108719581264e-05,6.05108683239717e-05,6.05108683239185e-05,6.0510868323952e-05,6.05108683239436e-05,0.999455402182219,6.05108675550897e-05
"113",8.75808615584437e-05,0.87386751539414,0.125431837717973,8.75808615591837e-05,8.75808615584431e-05,8.75808615584423e-05,8.75808615584431e-05,8.75808615584433e-05,8.7580861558395e-05,8.75808569777452e-05
"114",0.000141638911758442,0.20256546747821,0.000141638911767123,0.00014163891176119,0.664000492771627,0.000141638911761196,0.00014163891176119,0.000141638911761183,0.000141638911761215,0.132442567367831
"115",9.12873647012784e-05,0.984368553278252,9.12873647013821e-05,9.12873646276908e-05,9.12873647013485e-05,9.1287364624443e-05,9.1287364701364e-05,9.12873647013432e-05,9.12873647013493e-05,0.0149011478042884
"116",0.50831283357436,0.490613558058374,0.000134201045743717,0.000134201047039546,0.000134201045743757,0.000134201045743767,0.000134201045743747,0.000134201045743757,0.000134201045743772,0.000134201045764267
"117",0.000121547801787482,0.303450993307121,0.206694543952376,0.000121547801787484,0.0837538374548053,0.000121547801787478,0.000121547801787481,0.000121547801787481,0.405371338475362,0.000121547801398435
"118",0.000196745087630245,0.634608806484791,0.00750029102775681,0.000196745087630265,0.000196745087630267,0.000196745087630268,0.00019674508763027,0.000196745087630256,0.316906634352797,0.0398037976088737
"119",0.635326652413638,0.000145860595719608,0.000145860595719604,0.000145860600439871,0.00014586059571961,0.000145860595719604,0.000145860595719606,0.270218340418346,0.0934339829932787,0.000145860595699163
"120",9.31368105201798e-05,0.186463798206779,9.31368105201438e-05,9.31368129908864e-05,9.31368105201875e-05,9.31368105202031e-05,9.31368105201728e-05,9.31368105201991e-05,0.688697493216268,0.124186750900841
"121",0.000128084315280718,0.661751363028476,0.000128084315280702,0.000128084315280689,0.000128084315280689,0.00012808431528069,0.00012808431528069,0.000128084315280689,0.304903077914195,0.0324489688503637
"122",8.94967455989955e-05,0.761104986171463,8.94967455989983e-05,8.94967453692196e-05,8.94967455990064e-05,8.94967455989805e-05,8.94967455989901e-05,8.94967455989962e-05,0.238179039868621,8.94967409525558e-05
"123",0.245914464168616,0.397008980231822,0.000191737065516296,0.101261426375498,0.190707853634785,0.000191737065516309,0.000191737065516278,0.000191737065516309,0.000191737065516296,0.0641485902616982
"124",0.540964520288121,0.45804419557171,0.000123910517506196,0.000123910517625155,0.000123910517506212,0.000123910517506224,0.000123910517506209,0.000123910517506214,0.000123910517506244,0.000123910517506213
"125",0.000128992899159817,0.252659450870787,0.00012899289915985,0.113117520071224,0.113573654200533,0.00012899289915981,0.000128992899159802,0.000128992899159782,0.519370981214571,0.000633429147087007
"126",0.000122151176132562,0.045892283031928,0.52289888215841,0.000122151176128703,0.000122151176132565,0.000122151176132538,0.000122151176132581,0.000122151176132563,0.430353776577129,0.000122151175741579
"127",0.000106494214868419,0.999041552065538,0.000106494214868409,0.000106494215290634,0.000106494214868417,0.000106494214850381,0.000106494214868342,0.000106494214868407,0.000106494214868407,0.000106494215110192
"128",9.00558506590716e-05,0.0615942737007356,9.00558506590519e-05,9.00558506590542e-05,0.0964433592890122,9.00558506590244e-05,9.0055850659075e-05,9.00558506590769e-05,0.841331976055639,9.00558506590777e-05
"129",0.000135802608376937,0.686128762353435,0.00013580260837694,0.000135802608376934,0.000135802608376926,0.000135802608376926,0.000135802608376926,0.000135802608376924,0.26723929844933,0.0456813209385967
"130",0.118500847846707,0.266835755823996,0.000185918175295362,0.000185918177139891,0.000185918175295369,0.000185918175295372,0.000185918175295361,0.000185918175295362,0.420781042673101,0.192766844602579
"131",0.388347247346998,0.0583979461674292,0.000189585139775305,0.000189585139775323,0.000189585139775306,0.000189585139775306,0.000189585139775293,0.106319235817293,0.445798059830235,0.000189585139168475
"132",0.154476351229417,0.28636427039215,0.193693152390425,0.000172257984424682,0.00017225798442367,0.000172257984423675,0.000172257984423665,0.000172257984423692,0.315635936066285,0.048968999999603
"133",0.00747145263452348,0.28308257935717,0.00018361163688907,0.000183611636889063,0.251739377202609,0.00018361163688906,0.000183611636889056,0.00797783678711604,0.35684777027615,0.0921465371948759
"134",0.157905711332425,0.402291294908751,0.0170610760245315,0.000122205037460102,0.000122205037457254,0.000122205037457254,0.000122205037457254,0.000122205037457252,0.422008687505257,0.000122205041746333
"135",0.35977015087678,0.450601465178137,0.11243276666361,0.000130597723675276,0.000130597722851513,0.00013059772285152,0.0764120309439586,0.000130597722851508,0.000130597722851511,0.00013059772243349
"136",0.0791601210862997,0.568435553114218,0.000129869219978687,0.000129869219582212,0.000129869219978692,0.000129869219978692,0.000129869219978688,0.000129869219978688,0.07996867167788,0.271656438802127
"137",0.138550166481978,0.735106813400256,0.000134319824926104,0.0216047765612461,0.0422326577570665,0.0001343198249261,0.000134319824926091,0.0001343198249261,0.000134319824926104,0.061833986674823
"138",0.498998646534728,0.00013698376930237,0.000136983769302446,0.000136983773807093,0.000136983769302369,0.000136983769302368,0.000136983769302372,0.000136983769302369,0.499905483301644,0.000136983774007127
"139",0.375636674219815,0.203666212031509,0.000125053773553361,0.000125053773553376,0.000125053773553376,0.000125053773553397,0.000125053773553375,0.000125053773553378,0.41291691212517,0.00702987898218647
"140",0.341186588760647,0.18409479472664,0.000196811826585272,0.000196811826585275,0.000196811826585271,0.000196811826585268,0.00125939045349666,0.0464237165291023,0.426051450397187,0.000196811826585271
"141",0.000129077663243455,0.295203550117977,0.000129077663243449,0.000129077663243447,0.00217469417475314,0.000129077663243454,0.000129077663243455,0.000129077663243436,0.508396994306645,0.193450295421164
"142",8.93484622662544e-05,0.605396354702137,8.93484622662726e-05,8.93484622664623e-05,8.93484622662558e-05,8.93484622662686e-05,8.93484622662558e-05,0.0125177543674587,0.381460451689445,8.93484673620734e-05
"143",6.36547263610158e-05,0.0460037551481976,6.36547263610463e-05,6.36547276628266e-05,6.36547263610229e-05,6.36547263610353e-05,6.36547263610351e-05,6.36547263610261e-05,0.953487007039659,6.36547263143318e-05
"144",0.0270206852611333,0.66748016972232,0.0908834464357778,8.53689535502922e-05,0.117717422127258,8.53689533391016e-05,8.53689533390983e-05,8.53689533390957e-05,8.5368953339124e-05,0.0964714316866043
"145",0.480980613650054,0.319284731226526,0.000129118524140198,0.000129118524140002,0.000129118524140055,0.000129118524140059,0.000129118524140056,0.000129118524140051,0.10985635793161,0.0891035860469692
"146",0.000136600255598392,0.192184897529431,0.182962460020048,0.000136600255599812,0.00013660025559839,0.000136600255598389,0.000233281688034174,0.000136600255598423,0.000136600255598385,0.623799759228895
"147",0.32755804719361,0.297493642891033,0.000203560262088626,0.215627868221314,0.147744824613322,0.000203560262088595,0.0002035602620886,0.000203560262088593,0.00020356026208855,0.0105578157702773
"148",8.98183575019927e-05,0.569476100514352,8.98183575020042e-05,8.98183575019209e-05,0.397138680770195,8.98183575020049e-05,8.98183575019992e-05,8.9818357502007e-05,0.0327564902078207,8.98183626200376e-05
"149",0.223797589403754,0.194350853266005,0.000127412836023518,0.000127412836497074,0.000127412836023499,0.000127412836023509,0.000127412836023493,0.000127412836023495,0.580959667477601,0.000127412836026594
"150",0.197373754699279,0.448331021083319,0.000185938915582601,0.000185938917456551,0.000185938915582588,0.000185938915582586,0.000185938915582589,0.000185938915582586,0.290070323024874,0.0631092676971587
"151",0.961427875011678,0.00835784399026125,9.22449760164967e-05,9.22449787089803e-05,9.22449760165603e-05,9.22449760165624e-05,9.22449760165333e-05,0.0202475927729658,9.22449760165858e-05,0.00941321836630283
"152",8.24421149727169e-05,0.121954827049562,0.484319097856518,8.24421149727033e-05,0.346384302408422,8.24421149727329e-05,0.0456328620850605,8.24421149727239e-05,8.24421149727354e-05,0.00129670002557405
"153",0.0949039058511068,0.673145636595104,9.37300482203867e-05,9.37300482203916e-05,9.37300482203895e-05,9.37300482203901e-05,9.37300482203893e-05,9.37300482203889e-05,9.37300482203958e-05,0.231294347216246
"154",0.497864279347621,0.0286908665014453,0.000140926502895963,0.363103632866388,0.109495662273,0.00014092650289954,0.000140926502899488,0.000140926502899491,0.000140926502899547,0.000140926497051177
"155",0.0658965489277533,0.754867750779862,6.130124077111e-05,6.13012407710998e-05,0.146365278803297,6.13012407711274e-05,6.13012407711142e-05,6.13012407711135e-05,0.0325026140444268,6.13012408053325e-05
"156",0.000136567630245287,0.468000766351404,0.000136567630245269,0.000136567630245362,0.000136567630245311,0.000136567630245304,0.000136567630245298,0.000136567630245293,0.26110610546371,0.269937154773168
