,L4_5 IT CTX,L6 CT CTX,L2_3 IT CTX,L6 IT CTX,DG,Sst,Vip,L5 IT CTX,Lamp5,Pvalb,L5 NP CTX,Car3,L6b_CT ENT,L5_6 IT CTX,L2_3 IT RSPv,L5 PT CTX,L2_3 IT PPP,L6b CTX,CA1,Sncg,L3 IT ENTm,Oligo,L2_3 IT ENTl,CT SUB,L4 RSP-ACA,L5 IT TPE-ENT,Lamp5 Lhx6,L2_3 IT RSP,L2 IT ENTl,Astro,L3 IT ENTl,L2_3 IT APr,SUB-ProS,NP PPP,L2 IT ENTm,L2 IT PAR,CA3,Pax6,L5 NP CT CTX ,CA1-ProS,SUB,Sst Chodl,Endo,Micro-PVM,L2_3 IT ProS,NP SUB,L6 IT ENTl,L5 PPP,L2_3 IT HATA,Ndnf HPF,Meis2 HPF,CA2-IG-FC,SMC-Peri,CR
411,0.06370495,0.015227521,0.08326961,0.011807455,0.022141598,0.01972795,0.0022636158,0.008934334,0.000657868,0.32130358,0.0004552175,0.00489303,0.003197809,0.04601363,0.04500723,0.0038969174,0.028301002,0.007719429,0.0042770538,0.0012125846,0.014499555,0.001863261,0.05046266,0.02523897,0.04644657,0.0021749747,0.0029830344,0.07329422,0.009085199,0.0001435153,0.00038262457,0.013648303,0.020986518,0.012541726,0.004831389,0.0034188365,0.0017317533,0.0045762644,0.0005872077,0.0043742675,0.0042459816,0.0003366443,0.00011765853,0.0004629567,0.0007338236,0.0011782793,9.671869e-05,0.0004910987,0.0009559532,0.000999927,0.00028784457,0.0014292462,0.00010701237,0.0012736346
412,0.013073649,0.027622478,0.015010255,0.033617873,0.011858407,0.008441905,0.001997243,0.05580588,0.00080354366,0.11827426,0.13449249,0.0008997711,0.030074384,0.018054627,0.008211887,0.0011221798,0.08276089,0.0018098294,0.0011658821,0.0013611612,0.030049257,0.00065122906,0.0014395542,0.0018230914,0.0063602664,0.0019118866,0.0036065327,0.014568025,0.0013119074,7.34501e-06,0.16692682,0.00032103457,0.0018061758,0.003250931,0.00031675544,0.00047637065,0.00034554015,0.0007380216,0.0004450258,0.00038731625,0.0030065572,0.00054017454,4.8837854e-05,0.00016427283,0.15234685,0.03454534,0.0004713946,0.00077166903,0.0022598668,0.001422474,0.00054203696,0.00042474235,7.763934e-05,0.00017649167
413,0.027955683,0.0062713367,0.013102609,0.004332175,0.010425699,0.0645777,0.124241605,0.02754873,0.0034266536,0.0018176698,0.00026128395,0.0065469267,0.01281609,0.014041984,0.007783699,0.04507251,0.0010651294,0.0026887623,0.011860382,0.014444614,0.041166723,0.0007436241,0.005538556,0.018246189,0.09741179,0.0011045036,0.0073964954,0.10066785,0.004785745,6.511599e-05,0.003181846,0.0031583977,0.004771992,0.00033218256,0.016548563,0.024600694,0.003935172,0.00044147868,0.00030623685,0.0007244124,0.001068776,0.059355553,4.180811e-05,2.6874308e-05,0.0011872855,0.0005019484,0.0011011743,0.00029951351,0.0016499023,0.19767971,0.0005203592,0.0006813299,4.1766063e-05,0.0004352257
414,0.0135004325,0.02026129,0.00076720404,0.007660016,0.013747959,0.00036578174,0.0025876886,0.0007142868,0.0002903655,6.0989958e-05,0.00040768177,0.0011514225,0.041466843,0.039294757,0.04978297,0.0009979974,0.0149111375,0.00032180524,0.006029844,0.00036285477,0.0016520069,1.6189344e-05,0.0002512204,0.003300222,0.56208247,0.001741597,7.602427e-05,0.00021279116,0.007819825,5.986473e-06,3.95934e-05,0.13543512,0.0007954535,0.00031156416,0.0010734558,0.00092682743,7.666087e-05,1.3678325e-05,0.00014408058,5.6626937e-05,0.0015573428,0.00024698005,4.464507e-06,3.9487145e-06,0.0011169758,0.00070714165,0.06466555,0.0001634584,9.543597e-05,0.00012606304,0.0002538192,0.00021736119,1.8038849e-05,0.00010886353
415,0.027478518,0.033250824,0.005570885,0.051871702,0.05038207,0.0033480467,0.0019071978,0.07821467,0.00400581,0.19867614,0.0018781167,0.02662195,0.010909752,0.003734382,0.056595806,0.007017122,0.035485707,0.0011479278,0.018425075,0.00035527654,0.0016164153,8.145514e-05,0.008253807,0.0040883236,0.0031905114,0.0007005943,0.010900007,0.05192147,0.00030488582,9.00822e-05,0.003185237,0.0030956424,0.07867606,0.14959879,0.044372074,0.0010292004,0.00013991851,0.0007553503,0.0033889324,0.0007539577,0.0023889174,0.0012384966,1.845604e-05,0.00010560015,0.0004724465,0.0004751889,0.009808309,0.00052013074,0.00051768223,0.00050798676,0.00035220507,0.0003608198,3.2500273e-05,0.00018148714
416,0.0032630556,0.00053466624,0.00860482,0.005451252,7.13362e-05,3.1239684e-05,3.7619044e-05,0.010583259,1.2919036e-05,0.006938079,2.9851664e-05,0.0124861505,5.6903566e-05,0.001990255,1.046974e-05,0.01739802,7.2687812e-06,3.0228644e-05,0.006232667,0.022898942,0.00026869937,0.07753138,0.000556863,6.033211e-05,0.051242292,0.00018077804,0.022849454,0.00020422575,0.020300863,0.43941814,4.0783765e-05,8.035587e-06,0.0018964768,1.1135844e-05,7.334805e-05,0.017960219,0.0477203,0.0088206725,4.522887e-06,0.022520881,0.04244898,0.0152693745,4.7620524e-05,9.156642e-05,0.038000163,2.1092423e-05,0.00051861437,0.00010240645,0.00031239146,7.24579e-05,6.7009933e-06,4.8735998e-05,6.3998275e-05,0.09465741
417,0.08684775,0.05361426,0.018296925,0.014418392,0.0138221085,0.11172934,0.001683571,0.14494348,0.00045528525,0.0035252753,0.0060382634,0.0069967383,0.0029642624,0.0074353646,0.048865937,0.0069055604,0.068854064,0.09227338,0.001246888,0.0015353229,0.0016328457,0.00087193924,0.026713604,0.01992026,0.02033589,0.0008213519,0.0006736288,0.054600704,0.007157669,0.00022430276,0.0039124894,0.0076747457,0.0044830125,0.015227346,0.002845314,0.0071071764,0.0041413666,0.00054313237,0.0015211186,0.08406054,0.009263372,0.0019593264,7.867725e-05,0.000102805454,0.0010349574,0.00038527494,0.020548705,0.0024542748,0.0006167616,0.0034548496,0.0010856752,0.0016833553,0.00014078562,0.00027037633
418,0.0431889,0.0014548481,0.10727203,0.034581155,0.026513558,0.0017987209,9.717254e-05,0.002543768,0.00014770456,0.09199556,4.0564835e-05,0.009731872,0.0014130475,0.01752521,4.6114692e-05,0.013101843,0.0016827051,0.00028260986,0.24138315,0.008298196,0.002601457,2.5933208e-05,0.00095897005,0.0012386924,0.004288252,0.044958305,0.0005437446,0.0004135898,0.09886603,1.333804e-05,0.00039936727,0.002317377,0.0032918346,0.00015551707,0.01652799,0.080154836,0.00019640343,0.0003129072,0.00012551862,0.000102328275,0.00037100763,8.7787215e-05,3.299412e-05,4.4404736e-05,0.00017880311,0.00023893912,0.13709301,6.786875e-05,0.00037050442,0.00037047,0.000121358724,0.00019978659,1.6992226e-05,0.00021489992
419,0.05163612,0.0068698227,0.007969385,0.012312697,0.024364376,8.6361324e-05,0.0001959055,0.0009970254,0.00024297259,3.666911e-05,0.00018721346,0.040912498,0.0016176972,0.017022057,0.032465514,0.0034115831,0.00014664902,0.00011340838,0.016235918,0.000142119,0.0027807846,1.5942005e-05,0.021756057,0.030541359,0.0002789657,0.030032277,2.3219822e-05,0.0001099209,0.0001524932,1.0101728e-05,1.7030537e-05,0.00142708,0.007224191,5.4211006e-05,0.000112016016,0.08562882,0.015123226,0.00027508292,5.940204e-05,0.48634362,0.025118867,6.175975e-05,7.6099213e-06,3.9167912e-06,5.402116e-05,0.00011113467,0.029598406,8.986165e-05,0.04543487,5.9660073e-05,1.5786285e-05,0.00044642907,1.20604045e-05,5.385864e-05
420,0.0016947448,0.0023049195,0.0014929216,0.0066973884,0.0005027562,0.014648717,0.03154398,0.0024169835,0.018608756,0.0013621558,0.00015655157,0.003929753,0.0045461706,0.014025109,3.500693e-05,0.008672198,0.034291804,0.0008057234,0.016746422,0.024681795,0.0035842964,3.6166737e-05,0.023794293,0.0010542973,0.012074075,0.015337253,0.11439023,0.001436604,0.022189153,1.0794261e-05,0.0016125028,0.00013386004,0.0057716365,0.00034301844,0.00078977743,0.00016436304,5.61114e-05,0.022493416,6.349886e-05,0.03445761,0.0017315791,0.014279017,5.947398e-06,1.7015973e-05,0.000304328,8.000548e-05,5.6481305e-05,0.00022423363,0.00032457386,0.006219857,0.0004328653,6.339172e-05,6.5943536e-06,0.5272973
