ligand_receptor,lr_id
IL36RN_IL1RL2_IL1RAP,887
IL37_IL18R1_IL18RAP,888
IL3_IL3RA_CSF2RB,889
IL4_IL4R,890
IL4_IL4R_IL13RA1,891
IL4_IL4R_IL13RA2,892
IL4_IL4R_IL2RG,893
IL5_IL5RA_CSF2RB,894
IL6_IL6R_IL6ST,895
IL7_IL7R_IL2RG,896
IL9_IL9R_IL2RG,897
INHBA_ACVR1B_ACVR2A,898
INHBA_ACVR1B_ACVR2B,899
INHBB_ACVR1B_ACVR2A,900
INHBB_ACVR1B_ACVR2B,901
INHBB_ACVR1C_ACVR2A,902
INHBB_ACVR1C_ACVR2B,903
INHBC_ACVR1B_ACVR2A,904
INHBC_ACVR1B_ACVR2B,905
INHBC_ACVR1C_ACVR2A,906
INHBC_ACVR1C_ACVR2B,907
INHBE_ACVR1B_ACVR2A,908
INHBE_ACVR1B_ACVR2B,909
INHBE_ACVR1C_ACVR2A,910
INHBE_ACVR1C_ACVR2B,911
INHIBIN A_ACVR2A,912
INHIBIN B_ACVR2B,913
INSL3_RXFP1,914
INSL3_RXFP2,915
INSL3_RXFP3,916
INSL3_RXFP4,917
INSL5_RXFP1,918
INSL5_RXFP2,919
INSL5_RXFP3,920
INSL5_RXFP4,921
INS_INSR,922
ITGA4_ITGB1_VCAM1,923
ITGA4_ITGB7_VCAM1,924
ITGA9_ITGB1_VCAM1,925
ITGB2_CD226,926
ITGB2_ICAM1,927
ITGB2_ICAM2,928
JAG1_NOTCH1,929
JAG1_NOTCH2,930
JAG1_NOTCH3,931
JAG1_NOTCH4,932
JAG2_NOTCH1,933
JAG2_NOTCH2,934
JAG2_NOTCH3,935
JAG2_NOTCH4,936
JAM2_F11R,937
JAM2_ITGA3_ITGB1,938
JAM2_ITGAV_ITGB1,939
JAM2_JAM2,940
JAM2_JAM3,941
JAM3_F11R,942
JAM3_ITGAM_ITGB2,943
JAM3_JAM2,944
JAM3_JAM3,945
KISS1_KISS1R,946
KITLG_KIT,947
KLK3_NGFR,948
KLK3_NTRK1,949
KNG1_BDKRB1,950
KNG1_BDKRB2,951
L1CAM_ITGA4_ITGB7,952
L1CAM_ITGAV_ITGB3,953
L1CAM_L1CAM,954
LAMA1_CD44,955
LAMA1_DAG1,956
LAMA1_ITGA1_ITGB1,957
LAMA1_ITGA2_ITGB1,958
LAMA1_ITGA3_ITGB1,959
LAMA1_ITGA6_ITGB1,960
LAMA1_ITGA6_ITGB4,961
LAMA1_ITGA7_ITGB1,962
LAMA1_ITGA9_ITGB1,963
LAMA1_ITGAV_ITGB8,964
LAMA1_SV2A,965
LAMA1_SV2B,966
LAMA1_SV2C,967
LAMA2_CD44,968
LAMA2_DAG1,969
LAMA2_ITGA1_ITGB1,970
LAMA2_ITGA2_ITGB1,971
LAMA2_ITGA3_ITGB1,972
LAMA2_ITGA6_ITGB1,973
LAMA2_ITGA6_ITGB4,974
LAMA2_ITGA7_ITGB1,975
LAMA2_ITGA9_ITGB1,976
LAMA2_ITGAV_ITGB8,977
LAMA2_SV2A,978
LAMA2_SV2B,979
LAMA2_SV2C,980
LAMA3_CD44,981
LAMA3_DAG1,982
LAMA3_ITGA1_ITGB1,983
LAMA3_ITGA2_ITGB1,984
LAMA3_ITGA3_ITGB1,985
LAMA3_ITGA6_ITGB1,986
LAMA3_ITGA6_ITGB4,987
LAMA3_ITGA7_ITGB1,988
LAMA3_ITGA9_ITGB1,989
LAMA3_ITGAV_ITGB8,990
LAMA3_SV2A,991
LAMA3_SV2B,992
LAMA3_SV2C,993
LAMA4_CD44,994
LAMA4_DAG1,995
LAMA4_ITGA1_ITGB1,996
LAMA4_ITGA2_ITGB1,997
LAMA4_ITGA3_ITGB1,998
LAMA4_ITGA6_ITGB1,999
LAMA4_ITGA6_ITGB4,1000
LAMA4_ITGA7_ITGB1,1001
LAMA4_ITGA9_ITGB1,1002
LAMA4_ITGAV_ITGB8,1003
LAMA4_SV2A,1004
LAMA4_SV2B,1005
LAMA4_SV2C,1006
LAMA5_CD44,1007
LAMA5_DAG1,1008
LAMA5_ITGA1_ITGB1,1009
LAMA5_ITGA2_ITGB1,1010
LAMA5_ITGA3_ITGB1,1011
LAMA5_ITGA6_ITGB1,1012
LAMA5_ITGA6_ITGB4,1013
LAMA5_ITGA7_ITGB1,1014
LAMA5_ITGA9_ITGB1,1015
LAMA5_ITGAV_ITGB8,1016
LAMA5_SV2A,1017
LAMA5_SV2B,1018
LAMA5_SV2C,1019
LAMB1_CD44,1020
LAMB1_DAG1,1021
LAMB1_ITGA1_ITGB1,1022
LAMB1_ITGA2_ITGB1,1023
LAMB1_ITGA3_ITGB1,1024
LAMB1_ITGA6_ITGB1,1025
LAMB1_ITGA6_ITGB4,1026
LAMB1_ITGA7_ITGB1,1027
LAMB1_ITGA9_ITGB1,1028
LAMB1_ITGAV_ITGB8,1029
LAMB1_SV2A,1030
LAMB1_SV2B,1031
LAMB1_SV2C,1032
LAMB2_CD44,1033
LAMB2_DAG1,1034
LAMB2_ITGA1_ITGB1,1035
LAMB2_ITGA2_ITGB1,1036
LAMB2_ITGA3_ITGB1,1037
LAMB2_ITGA6_ITGB1,1038
LAMB2_ITGA6_ITGB4,1039
LAMB2_ITGA7_ITGB1,1040
LAMB2_ITGA9_ITGB1,1041
LAMB2_ITGAV_ITGB8,1042
LAMB2_SV2A,1043
LAMB2_SV2B,1044
LAMB2_SV2C,1045
LAMB3_CD44,1046
LAMB3_DAG1,1047
LAMB3_ITGA1_ITGB1,1048
LAMB3_ITGA2_ITGB1,1049
LAMB3_ITGA3_ITGB1,1050
LAMB3_ITGA6_ITGB1,1051
LAMB3_ITGA6_ITGB4,1052
LAMB3_ITGA7_ITGB1,1053
LAMB3_ITGA9_ITGB1,1054
LAMB3_ITGAV_ITGB8,1055
LAMB3_SV2A,1056
LAMB3_SV2B,1057
LAMB3_SV2C,1058
LAMC1_CD44,1059
LAMC1_DAG1,1060
LAMC1_ITGA1_ITGB1,1061
LAMC1_ITGA2_ITGB1,1062
LAMC1_ITGA3_ITGB1,1063
LAMC1_ITGA6_ITGB1,1064
LAMC1_ITGA6_ITGB4,1065
LAMC1_ITGA7_ITGB1,1066
LAMC1_ITGA9_ITGB1,1067
LAMC1_ITGAV_ITGB8,1068
LAMC1_SV2A,1069
LAMC1_SV2B,1070
LAMC1_SV2C,1071
LAMC2_CD44,1072
LAMC2_DAG1,1073
LAMC2_ITGA1_ITGB1,1074
LAMC2_ITGA2_ITGB1,1075
LAMC2_ITGA3_ITGB1,1076
LAMC2_ITGA6_ITGB1,1077
LAMC2_ITGA6_ITGB4,1078
LAMC2_ITGA7_ITGB1,1079
LAMC2_ITGA9_ITGB1,1080
LAMC2_ITGAV_ITGB8,1081
LAMC2_SV2A,1082
LAMC2_SV2B,1083
LAMC2_SV2C,1084
LAMC3_CD44,1085
LAMC3_DAG1,1086
LAMC3_ITGA1_ITGB1,1087
LAMC3_ITGA2_ITGB1,1088
LAMC3_ITGA3_ITGB1,1089
LAMC3_ITGA6_ITGB1,1090
LAMC3_ITGA6_ITGB4,1091
LAMC3_ITGA7_ITGB1,1092
LAMC3_ITGA9_ITGB1,1093
LAMC3_ITGAV_ITGB8,1094
LAMC3_SV2A,1095
LAMC3_SV2B,1096
LAMC3_SV2C,1097
LCK_CD8 RECEPTOR,1098
LEP_LEPR,1099
LGALS9_CD44,1100
LGALS9_HAVCR2,1101
LGALS9_PTPRC,1102
LHB_LHCGR,1103
LIF_LIFR_IL6ST,1104
LRRC4B_PTPRF,1105
LRRC4C_NTNG1,1106
LRRC4_NTNG2,1107
LTA1B2_LTBR,1108
LTA_TNFRSF14,1109
LTA_TNFRSF1A,1110
LTA_TNFRSF1B,1111
MADCAM1_ITGA4_ITGB7,1112
MAG_MAG,1113
MDK_ALK,1114
MDK_ITGA4_ITGB1,1115
MDK_ITGA6_ITGB1,1116
MDK_LRP1,1117
MDK_NCL,1118
MDK_PTPRZ1,1119
MDK_SDC1,1120
MDK_SDC2,1121
MDK_SDC4,1122
MIF_ACKR3,1123
MIF_CD74_CD44,1124
MIF_CD74_CXCR2,1125
MIF_CD74_CXCR4,1126
MPZL1_MPZL1,1127
MPZ_MPZ,1128
MPZ_MPZL1,1129
MSTN_ACVR1B_ACVR2A,1130
MSTN_ACVR1B_ACVR2B,1131
MSTN_TGFBR1_ACVR2A,1132
MSTN_TGFBR1_ACVR2B,1133
NAMPT_INSR,1134
NAMPT_ITGA5_ITGB1,1135
NCAM1_FGFR1,1136
NCAM1_L1CAM,1137
NCAM1_NCAM1,1138
NCAM1_NCAM2,1139
NCAM2_L1CAM,1140
NECTIN1_CADM3,1141
NECTIN1_CD96,1142
NECTIN1_NECTIN3,1143
NECTIN1_NECTIN4,1144
NECTIN2_CD226,1145
NECTIN2_TIGIT,1146
NECTIN3_NECTIN1,1147
NECTIN3_NECTIN2,1148
NECTIN3_PVR,1149
NECTIN3_TIGIT,1150
NEGR1_NEGR1,1151
NFASC_CNTN1_CNTNAP1,1152
NGF_NGFR,1153
NGF_NTRK1,1154
NMB_NMBR,1155
NMS_NMUR1,1156
NMS_NMUR2,1157
NMU_NMUR1,1158
NMU_NMUR2,1159
NODAL_ACVR1B_ACVR2A_CFC1,1160
NODAL_ACVR1B_ACVR2B_CFC1,1161
NODAL_ACVR1C_ACVR2A_CFC1,1162
NODAL_ACVR1C_ACVR2B_CFC1,1163
NPB_NPBWR1,1164
NPFF_NPFFR1,1165
NPFF_NPFFR2,1166
NPNT COMPLEX 1_ITGA8_ITGB1,1167
NPNT COMPLEX 2_ITGA8_ITGB1,1168
NPPA_NPR1,1169
NPPB_NPR1,1170
NPPC_NPR2,1171
NPS_NPSR1,1172
NPVF_NPFFR1,1173
NPVF_NPFFR2,1174
NPW_NPBWR1,1175
NPY_GPR83,1176
NPY_NPY1R,1177
NPY_NPY2R,1178
NPY_NPY4R,1179
NPY_NPY5R,1180
NPY_NPY6R,1181
NRG1_ERBB2_ERBB3,1182
NRG1_ERBB2_ERBB4,1183
NRG1_ERBB3,1184
NRG1_ERBB4,1185
NRG1_ITGAV_ITGB3,1186
NRG2_ERBB2_ERBB3,1187
NRG2_ERBB2_ERBB4,1188
NRG2_ERBB3,1189
NRG2_ERBB4,1190
NRG3_ERBB2_ERBB4,1191
NRG3_ERBB4,1192
NRG4_ERBB2_ERBB4,1193
NRG4_ERBB4,1194
NRTN_GFRA2_RET,1195
NRXN1_NLGN1,1196
NRXN1_NLGN2,1197
NRXN1_NLGN3,1198
NRXN2_NLGN1,1199
NRXN2_NLGN2,1200
NRXN2_NLGN3,1201
NRXN3_NLGN1,1202
NRXN3_NLGN2,1203
NRXN3_NLGN3,1204
NTF3_NTRK1,1205
NTF3_NTRK2,1206
NTF3_NTRK3,1207
NTF4_NTRK2,1208
NTS_NTSR1,1209
NTS_NTSR2,1210
OCLN_OCLN,1211
OSM_LIFR_IL6ST,1212
OSM_OSMR_IL6ST,1213
OSTN_NPR3,1214
OXT_OXTR,1215
PDCD1LG2_PDCD1,1216
PDGFA_PDGFRA,1217
PDGFA_PDGFRB,1218
PDGFB_PDGFRA,1219
PDGFB_PDGFRB,1220
PDGFC_PDGFRA,1221
PDGFD_PDGFRB,1222
PDYN_OPRD1,1223
PDYN_OPRK1,1224
PDYN_OPRL1,1225
PDYN_OPRM1,1226
PECAM1_PECAM1,1227
PENK_OPRD1,1228
PENK_OPRK1,1229
PENK_OPRL1,1230
PENK_OPRM1,1231
PF4V1_CXCR3,1232
PF4_CXCR3,1233
PGF_FLT1,1234
PLG_F2R,1235
PLG_F2RL1,1236
PLG_F2RL2,1237
PLG_F2RL3,1238
PLG_PARD3,1239
PMCH_MCHR1,1240
PMCH_MERTK,1241
POMC_MC1R,1242
POMC_MC2R,1243
POMC_MC3R,1244
POMC_MC4R,1245
POMC_MC5R,1246
POMC_OPRD1,1247
POMC_OPRK1,1248
POMC_OPRL1,1249
POMC_OPRM1,1250
POSTN_ITGAV_ITGB3,1251
POSTN_ITGAV_ITGB5,1252
PPBP_CXCR2,1253
PPY_GPR83,1254
PPY_NPY1R,1255
PPY_NPY2R,1256
PPY_NPY4R,1257
PPY_NPY5R,1258
PPY_NPY6R,1259
PRLH_PRLHR,1260
PRL_PRLR,1261
PROK1_PROKR1,1262
PROK1_PROKR2,1263
PROK2_PROKR1,1264
PROK2_PROKR2,1265
PROS1_AXL,1266
PROS1_TYRO3,1267
PRSS1_F2R,1268
PRSS1_F2RL1,1269
PRSS1_F2RL2,1270
PRSS1_F2RL3,1271
PRSS1_PARD3,1272
PRSS2_F2R,1273
PRSS2_F2RL1,1274
PRSS2_F2RL2,1275
PRSS2_F2RL3,1276
PRSS2_PARD3,1277
PRSS3_F2R,1278
PRSS3_F2RL1,1279
PRSS3_F2RL2,1280
PRSS3_F2RL3,1281
PRSS3_PARD3,1282
PSAP_GPR37,1283
PSAP_GPR37L1,1284
PSPN_GFRA4_RET,1285
PTH2_PTH1R,1286
PTH2_PTH2R,1287
PTHLH_PTH1R,1288
PTH_PTH1R,1289
PTH_PTH2R,1290
PTN_ALK,1291
PTN_ITGAV_ITGB3,1292
PTN_NCL,1293
PTN_PTPRZ1,1294
PTN_SDC1,1295
PTN_SDC2,1296
PTN_SDC3,1297
PTN_SDC4,1298
PTPRC_CD22,1299
PTPRC_MRC1,1300
PTPRM_PTPRM,1301
PVR_CD226,1302
PVR_TIGIT,1303
PYY_GPR83,1304
PYY_NPY1R,1305
PYY_NPY2R,1306
PYY_NPY4R,1307
PYY_NPY5R,1308
PYY_NPY6R,1309
QRFP_QRFPR,1310
RAET1E_KLRK1,1311
RAET1F_KLRK1,1312
RAET1G_KLRK1,1313
RARRES2_CMKLR1,1314
RARRES2_GPR1,1315
RELN_ITGA3_ITGB1,1316
RETN_CAP1,1317
RETN_TLR4,1318
RLN1_RXFP1,1319
RLN1_RXFP2,1320
RLN1_RXFP3,1321
RLN1_RXFP4,1322
RLN3_RXFP1,1323
RLN3_RXFP2,1324
RLN3_RXFP3,1325
RLN3_RXFP4,1326
SAA1_FPR2,1327
SCGB3A2_MARCO,1328
SCT_SCTR,1329
SELE_CD44,1330
SELE_CEACAM1,1331
SELE_GLG1,1332
SELL_CD34,1333
SELL_GLYCAM1,1334
SELL_MADCAM1,1335
SELL_PODXL,1336
SELPLG_SELE,1337
SELPLG_SELL,1338
SELPLG_SELP,1339
SEMA3A_NRP1_PLXNA1,1340
SEMA3A_NRP1_PLXNA2,1341
SEMA3A_NRP1_PLXNA3,1342
SEMA3A_NRP1_PLXNA4,1343
SEMA3B_NRP1_PLXNA1,1344
SEMA3B_NRP1_PLXNA2,1345
SEMA3B_NRP1_PLXNA3,1346
SEMA3B_NRP1_PLXNA4,1347
SEMA3B_NRP2_PLXNA1,1348
SEMA3B_NRP2_PLXNA2,1349
SEMA3B_NRP2_PLXNA3,1350
SEMA3B_NRP2_PLXNA4,1351
SEMA3C_NRP1_NRP2,1352
SEMA3C_NRP1_PLXNA1,1353
SEMA3C_NRP1_PLXNA2,1354
SEMA3C_NRP1_PLXNA3,1355
SEMA3C_NRP1_PLXNA4,1356
SEMA3C_NRP2_PLXNA1,1357
SEMA3C_NRP2_PLXNA2,1358
SEMA3C_NRP2_PLXNA3,1359
SEMA3C_NRP2_PLXNA4,1360
SEMA3C_PLXND1,1361
SEMA3D_NRP1_PLXNA1,1362
SEMA3D_NRP1_PLXNA2,1363
SEMA3D_NRP1_PLXNA3,1364
SEMA3D_NRP1_PLXNA4,1365
SEMA3D_NRP2_PLXNA1,1366
SEMA3D_NRP2_PLXNA2,1367
SEMA3D_NRP2_PLXNA3,1368
SEMA3D_NRP2_PLXNA4,1369
SEMA3E_PLXND1,1370
SEMA3F_NRP2_PLXNA1,1371
SEMA3F_NRP2_PLXNA2,1372
SEMA3F_NRP2_PLXNA3,1373
SEMA3F_NRP2_PLXNA4,1374
SEMA3G_NRP2_PLXNA1,1375
SEMA3G_NRP2_PLXNA2,1376
SEMA3G_NRP2_PLXNA3,1377
SEMA3G_NRP2_PLXNA4,1378
SEMA4A_NRP1_PLXNA1,1379
SEMA4A_NRP1_PLXNA2,1380
SEMA4A_NRP1_PLXNA3,1381
SEMA4A_NRP1_PLXNA4,1382
SEMA4A_PLXNB1,1383
SEMA4A_PLXNB2,1384
SEMA4A_PLXNB3,1385
SEMA4C_PLXNB2,1386
SEMA4D_CD72,1387
SEMA4D_PLXNB1,1388
SEMA4D_PLXNB2,1389
SEMA4D_PLXNB3,1390
SEMA4G_PLXNB2,1391
SEMA5A_PLXNA1,1392
SEMA5A_PLXNA3,1393
SEMA5A_PLXNB3,1394
SEMA5B_PLXNA1,1395
SEMA5B_PLXNA3,1396
SEMA6A_PLXNA2,1397
SEMA6A_PLXNA4,1398
SEMA6B_PLXNA2,1399
SEMA6B_PLXNA4,1400
SEMA6D_PLXNA1,1401
SEMA6D_PLXNA1_KDR,1402
SEMA6D_PLXNA1_TREM2,1403
SEMA7A_ITGB1_ITGA1,1404
SEMA7A_PLXNC1,1405
SHH_PTCH1_SMO,1406
SHH_PTCH2_SMO,1407
SIGLEC1_SPN,1408
SLURP1_CHRNA1,1409
SLURP1_CHRNA10,1410
SLURP1_CHRNA2,1411
SLURP1_CHRNA3,1412
SLURP1_CHRNA4,1413
SLURP1_CHRNA5,1414
SLURP1_CHRNA6,1415
SLURP1_CHRNA7,1416
SLURP1_CHRNA9,1417
SLURP1_CHRNB1,1418
SLURP1_CHRNB2,1419
SLURP1_CHRNB3,1420
SLURP1_CHRNB4,1421
SLURP1_CHRND,1422
SLURP1_CHRNE,1423
SLURP1_CHRNG,1424
SLURP2_CHRNA1,1425
SLURP2_CHRNA10,1426
SLURP2_CHRNA2,1427
SLURP2_CHRNA3,1428
SLURP2_CHRNA4,1429
SLURP2_CHRNA5,1430
SLURP2_CHRNA6,1431
SLURP2_CHRNA7,1432
SLURP2_CHRNA9,1433
SLURP2_CHRNB1,1434
SLURP2_CHRNB2,1435
SLURP2_CHRNB3,1436
SLURP2_CHRNB4,1437
SLURP2_CHRND,1438
SLURP2_CHRNE,1439
SLURP2_CHRNG,1440
SPP1_CD44,1441
SPP1_ITGA4_ITGB1,1442
SPP1_ITGA5_ITGB1,1443
SPP1_ITGA8_ITGB1,1444
SPP1_ITGA9_ITGB1,1445
SPP1_ITGAV_ITGB1,1446
SPP1_ITGAV_ITGB3,1447
SPP1_ITGAV_ITGB5,1448
SPP1_ITGAV_ITGB6,1449
SST_SSTR1,1450
SST_SSTR2,1451
SST_SSTR3,1452
SST_SSTR4,1453
SST_SSTR5,1454
TAC1_TACR1,1455
TAC1_TACR2,1456
TAC3_TACR3,1457
TAC4_TACR1,1458
TGFA_EGFR,1459
TGFA_EGFR_ERBB2,1460
TGFB1_ACVR1B_TGFBR2,1461
TGFB1_ACVR1C_TGFBR2,1462
TGFB1_ACVR1_TGFBR,1463
TGFB1_TGFBR1_TGFBR2,1464
TGFB2_ACVR1B_TGFBR2,1465
TGFB2_ACVR1C_TGFBR2,1466
TGFB2_ACVR1_TGFBR,1467
TGFB2_TGFBR1_TGFBR2,1468
TGFB3_ACVR1B_TGFBR2,1469
TGFB3_ACVR1C_TGFBR2,1470
TGFB3_ACVR1_TGFBR,1471
TGFB3_TGFBR1_TGFBR2,1472
THBS1_CD36,1473
THBS1_CD47,1474
THBS1_ITGA3_ITGB1,1475
THBS1_ITGAV_ITGB3,1476
THBS1_SDC1,1477
THBS1_SDC4,1478
THBS2_CD36,1479
THBS2_CD47,1480
THBS2_ITGA3_ITGB1,1481
THBS2_ITGAV_ITGB3,1482
THBS2_SDC1,1483
THBS2_SDC4,1484
THBS3_CD36,1485
THBS3_CD47,1486
THBS3_ITGA3_ITGB1,1487
THBS3_ITGAV_ITGB3,1488
THBS3_SDC1,1489
THBS3_SDC4,1490
THBS4_CD36,1491
THBS4_CD47,1492
THBS4_ITGA3_ITGB1,1493
THBS4_ITGAV_ITGB3,1494
THBS4_SDC1,1495
THBS4_SDC4,1496
THPO_MPL,1497
THY1_ITGAM_ITGB2,1498
THY1_ITGAV_ITGB3,1499
THY1_ITGAX_ITGB2,1500
TIGIT_NECTIN2,1501
TIGIT_PVR,1502
TNC_ITGA2B_ITGB3,1503
TNC_ITGA8_ITGB1,1504
TNC_ITGA9_ITGB1,1505
TNC_ITGAV_ITGB3,1506
TNC_ITGAV_ITGB6,1507
TNC_SDC1,1508
TNC_SDC4,1509
TNFSF10_TNFRSF10A,1510
TNFSF11_TNFRSF11A,1511
TNFSF11_TNFRSF11B,1512
TNFSF12_TNFRSF12A,1513
TNFSF13B_TNFRSF13B,1514
TNFSF13B_TNFRSF13C,1515
TNFSF13B_TNFRSF17,1516
TNFSF13_TNFRSF13B,1517
TNFSF13_TNFRSF17,1518
TNFSF14_LTBR,1519
TNFSF14_TNFRSF14,1520
TNFSF15_TNFRSF25,1521
TNFSF18_TNFRSF18,1522
TNFSF4_TNFRSF4,1523
TNFSF8_TNFRSF8,1524
TNFSF9_TNFRSF9,1525
TNF_TNFRSF1A,1526
TNF_TNFRSF1B,1527
TNN_ITGA2B_ITGB3,1528
TNN_ITGA8_ITGB1,1529
TNN_ITGA9_ITGB1,1530
TNN_ITGAV_ITGB3,1531
TNN_ITGAV_ITGB6,1532
TNN_SDC1,1533
TNN_SDC4,1534
TNR_ITGA2B_ITGB3,1535
TNR_ITGA8_ITGB1,1536
TNR_ITGA9_ITGB1,1537
TNR_ITGAV_ITGB3,1538
TNR_ITGAV_ITGB6,1539
TNR_SDC1,1540
TNR_SDC4,1541
TNXB_ITGA2B_ITGB3,1542
TNXB_ITGA8_ITGB1,1543
TNXB_ITGA9_ITGB1,1544
TNXB_ITGAV_ITGB3,1545
TNXB_ITGAV_ITGB6,1546
TNXB_SDC1,1547
TNXB_SDC4,1548
TRH_TRHR,1549
TSHB_TSHR,1550
TSLP_IL7R_CRLF2,1551
UCN2_CRHR1,1552
UCN2_CRHR2,1553
UCN3_CRHR1,1554
UCN3_CRHR2,1555
UCN_CRHR1,1556
UCN_CRHR2,1557
ULBP1_KLRK1,1558
ULBP1_KLRK1_HCST,1559
UTS2B_SSTR5,1560
UTS2B_UTS2R,1561
UTS2_UTS2R,1562
VEGFA_FLT1,1563
VEGFA_FLT1_KDR,1564
VEGFA_KDR,1565
VEGFB_FLT1,1566
VEGFC_FLT4,1567
VEGFC_FLT4_KDR,1568
VEGFC_KDR,1569
VEGFD_FLT4,1570
VEGFD_FLT4_KDR,1571
VEGFD_KDR,1572
VIP_VIPR1,1573
VIP_VIPR2,1574
VSIR_IGSF11,1575
VTN_ITGA2B_ITGB3,1576
VTN_ITGA8_ITGB1,1577
VTN_ITGAV_ITGB1,1578
VTN_ITGAV_ITGB3,1579
VTN_ITGAV_ITGB5,1580
VTN_ITGAV_ITGB8,1581
VWF_GP COMPLEX,1582
VWF_ITGA2B_ITGB3,1583
VWF_ITGAV_ITGB3,1584
WNT10A_FZD10_LRP5,1585
WNT10A_FZD10_LRP6,1586
WNT10A_FZD1_LRP5,1587
WNT10A_FZD1_LRP6,1588
WNT10A_FZD2_LRP5,1589
WNT10A_FZD2_LRP6,1590
WNT10A_FZD3_LRP5,1591
WNT10A_FZD3_LRP6,1592
WNT10A_FZD4_LRP5,1593
WNT10A_FZD4_LRP6,1594
WNT10A_FZD5_LRP5,1595
WNT10A_FZD5_LRP6,1596
WNT10A_FZD6_LRP5,1597
WNT10A_FZD6_LRP6,1598
WNT10A_FZD7_LRP5,1599
WNT10A_FZD7_LRP6,1600
WNT10A_FZD8_LRP5,1601
WNT10A_FZD8_LRP6,1602
WNT10A_FZD9_LRP5,1603
WNT10A_FZD9_LRP6,1604
WNT10B_FZD10_LRP5,1605
WNT10B_FZD10_LRP6,1606
WNT10B_FZD1_LRP5,1607
WNT10B_FZD1_LRP6,1608
WNT10B_FZD2_LRP5,1609
WNT10B_FZD2_LRP6,1610
WNT10B_FZD3_LRP5,1611
WNT10B_FZD3_LRP6,1612
WNT10B_FZD4_LRP5,1613
WNT10B_FZD4_LRP6,1614
WNT10B_FZD5_LRP5,1615
WNT10B_FZD5_LRP6,1616
WNT10B_FZD6_LRP5,1617
WNT10B_FZD6_LRP6,1618
WNT10B_FZD7_LRP5,1619
WNT10B_FZD7_LRP6,1620
WNT10B_FZD8_LRP5,1621
WNT10B_FZD8_LRP6,1622
WNT10B_FZD9_LRP5,1623
WNT10B_FZD9_LRP6,1624
WNT11_FZD1,1625
WNT11_FZD10,1626
WNT11_FZD2,1627
WNT11_FZD3,1628
WNT11_FZD4,1629
WNT11_FZD5,1630
WNT11_FZD6,1631
WNT11_FZD7,1632
WNT11_FZD8,1633
WNT11_FZD9,1634
WNT16_FZD10_LRP5,1635
WNT16_FZD10_LRP6,1636
WNT16_FZD1_LRP5,1637
WNT16_FZD1_LRP6,1638
WNT16_FZD2_LRP5,1639
WNT16_FZD2_LRP6,1640
WNT16_FZD3_LRP5,1641
WNT16_FZD3_LRP6,1642
WNT16_FZD4_LRP5,1643
WNT16_FZD4_LRP6,1644
WNT16_FZD5_LRP5,1645
WNT16_FZD5_LRP6,1646
WNT16_FZD6_LRP5,1647
WNT16_FZD6_LRP6,1648
WNT16_FZD7_LRP5,1649
WNT16_FZD7_LRP6,1650
WNT16_FZD8_LRP5,1651
WNT16_FZD8_LRP6,1652
WNT16_FZD9_LRP5,1653
WNT16_FZD9_LRP6,1654
WNT1_FZD10_LRP5,1655
WNT1_FZD10_LRP6,1656
WNT1_FZD1_LRP5,1657
WNT1_FZD1_LRP6,1658
WNT1_FZD2_LRP5,1659
WNT1_FZD2_LRP6,1660
WNT1_FZD3_LRP5,1661
WNT1_FZD3_LRP6,1662
WNT1_FZD4_LRP5,1663
WNT1_FZD4_LRP6,1664
WNT1_FZD5_LRP5,1665
WNT1_FZD5_LRP6,1666
WNT1_FZD6_LRP5,1667
WNT1_FZD6_LRP6,1668
WNT1_FZD7_LRP5,1669
WNT1_FZD7_LRP6,1670
WNT1_FZD8_LRP5,1671
WNT1_FZD8_LRP6,1672
WNT1_FZD9_LRP5,1673
WNT1_FZD9_LRP6,1674
WNT2B_FZD10_LRP5,1675
WNT2B_FZD10_LRP6,1676
WNT2B_FZD1_LRP5,1677
WNT2B_FZD1_LRP6,1678
WNT2B_FZD2_LRP5,1679
WNT2B_FZD2_LRP6,1680
WNT2B_FZD3_LRP5,1681
WNT2B_FZD3_LRP6,1682
WNT2B_FZD4_LRP5,1683
WNT2B_FZD4_LRP6,1684
WNT2B_FZD5_LRP5,1685
WNT2B_FZD5_LRP6,1686
WNT2B_FZD6_LRP5,1687
WNT2B_FZD6_LRP6,1688
WNT2B_FZD7_LRP5,1689
WNT2B_FZD7_LRP6,1690
WNT2B_FZD8_LRP5,1691
WNT2B_FZD8_LRP6,1692
WNT2B_FZD9_LRP5,1693
WNT2B_FZD9_LRP6,1694
WNT2_FZD10_LRP5,1695
WNT2_FZD10_LRP6,1696
WNT2_FZD1_LRP5,1697
WNT2_FZD1_LRP6,1698
WNT2_FZD2_LRP5,1699
WNT2_FZD2_LRP6,1700
WNT2_FZD3_LRP5,1701
WNT2_FZD3_LRP6,1702
WNT2_FZD4_LRP5,1703
WNT2_FZD4_LRP6,1704
WNT2_FZD5_LRP5,1705
WNT2_FZD5_LRP6,1706
WNT2_FZD6_LRP5,1707
WNT2_FZD6_LRP6,1708
WNT2_FZD7_LRP5,1709
WNT2_FZD7_LRP6,1710
WNT2_FZD8_LRP5,1711
WNT2_FZD8_LRP6,1712
WNT2_FZD9_LRP5,1713
WNT2_FZD9_LRP6,1714
WNT3A_FZD10_LRP5,1715
WNT3A_FZD10_LRP6,1716
WNT3A_FZD1_LRP5,1717
WNT3A_FZD1_LRP6,1718
