ligand_receptor,lr_id
IFNK_IFNAR1_IFNAR2,836
IFNE_IFNAR1_IFNAR2,834
IFNA1_IFNAR1_IFNAR2,825
IFNA2_IFNAR1_IFNAR2,827
IFNA4_IFNAR1_IFNAR2,828
IFNA5_IFNAR1_IFNAR2,829
IFNA6_IFNAR1_IFNAR2,830
IFNA7_IFNAR1_IFNAR2,831
IFNA8_IFNAR1_IFNAR2,832
IFNA10_IFNAR1_IFNAR2,820
IFNA13_IFNAR1_IFNAR2,821
IFNA14_IFNAR1_IFNAR2,822
IFNA16_IFNAR1_IFNAR2,823
IFNA17_IFNAR1_IFNAR2,824
IFNA21_IFNAR1_IFNAR2,826
IFNG_IFNGR1_IFNGR2,835
TNF_TNFRSF1A,1526
TNF_TNFRSF1B,1527
LTA_TNFRSF1A,1110
LTA_TNFRSF1B,1111
LTA_TNFRSF14,1109
LTA1B2_LTBR,1108
TNFSF14_LTBR,1519
TNFSF14_TNFRSF14,1520
FASLG_FAS,599
TNFSF15_TNFRSF25,1521
TNFSF10_TNFRSF10A,1510
EDA_EDAR,517
EDA_EDA2R,516
NGF_NGFR,1153
KLK3_NGFR,948
TNFSF11_TNFRSF11A,1511
TNFSF11_TNFRSF11B,1512
TNFSF12_TNFRSF12A,1513
CD70_CD27,210
TNFSF8_TNFRSF8,1524
TNFSF9_TNFRSF9,1525
TNFSF4_TNFRSF4,1523
TNFSF18_TNFRSF18,1522
TNFSF13_TNFRSF17,1518
TNFSF13_TNFRSF13B,1517
TNFSF13B_TNFRSF17,1516
TNFSF13B_TNFRSF13B,1514
TNFSF13B_TNFRSF13C,1515
CD40LG_ITGA2B_ITGB3,203
CD40LG_ITGA5_ITGB1,204
CD40LG_ITGAM_ITGB2,205
SPP1_CD44,1441
SPP1_ITGAV_ITGB3,1447
SPP1_ITGAV_ITGB1,1446
SPP1_ITGAV_ITGB5,1448
SPP1_ITGAV_ITGB6,1449
SPP1_ITGA4_ITGB1,1442
SPP1_ITGA9_ITGB1,1445
SPP1_ITGA8_ITGB1,1444
SPP1_ITGA5_ITGB1,1443
ADIPOQ_ADIPOR1,6
ADIPOQ_ADIPOR2,7
RETN_TLR4,1318
RETN_CAP1,1317
NAMPT_INSR,1134
NAMPT_ITGA5_ITGB1,1135
ANGPTL1_ITGA1_ITGB1,19
ANGPTL2_ITGA5_ITGB1,21
ANGPTL2_TLR4,23
ANGPTL2_LILRB3,22
ANGPTL1_LILRB3,20
ANGPTL7_LILRB3,33
ANGPTL4_ITGA5_ITGB1,27
ANGPTL4_ITGAV_ITGB3,28
ANGPTL4_CDH5,26
ANGPTL4_CDH11,25
ANGPTL4_SDC1,29
ANGPTL4_SDC2,30
ANGPTL4_SDC3,31
ANGPTL4_SDC4,32
ANGPTL3_ITGAV_ITGB3,24
ANGPT1_TEK,16
ANGPT2_TEK,18
ANGPT2_ITGA5_ITGB1,17
MDK_SDC1,1120
MDK_SDC2,1121
MDK_SDC4,1122
MDK_PTPRZ1,1119
MDK_ITGA4_ITGB1,1115
MDK_ITGA6_ITGB1,1116
MDK_LRP1,1117
MDK_NCL,1118
MDK_ALK,1114
PTN_PTPRZ1,1294
PTN_SDC1,1295
PTN_SDC2,1296
PTN_SDC3,1297
PTN_SDC4,1298
PTN_ITGAV_ITGB3,1292
PTN_NCL,1293
PTN_ALK,1291
POSTN_ITGAV_ITGB3,1251
POSTN_ITGAV_ITGB5,1252
AGT_AGTR1,11
GRP_GRPR,737
NMB_NMBR,1155
KNG1_BDKRB1,950
KNG1_BDKRB2,951
C3_C3AR1,114
C3_CR2,115
C3_ITGAM_ITGB2,116
C3_ITGAX_ITGB2,117
C4A_C3AR1,118
C4A_CR2,119
C5_C5AR1,120
CCK_CCKAR,127
CCK_CCKBR,128
EDN1_EDNRA,518
EDN2_EDNRA,520
EDN3_EDNRA,522
EDN1_EDNRB,519
EDN2_EDNRB,521
EDN3_EDNRB,523
GAL_GALR1,681
GAL_GALR2,682
GAL_GALR3,683
GALP_GALR1,679
GALP_GALR2,680
GHRL_GHSR,732
KISS1_KISS1R,946
POMC_MC1R,1242
POMC_MC2R,1243
POMC_MC3R,1244
POMC_MC4R,1245
POMC_MC5R,1246
NMU_NMUR1,1158
NMU_NMUR2,1159
NMS_NMUR1,1156
NMS_NMUR2,1157
NPFF_NPFFR1,1165
NPFF_NPFFR2,1166
NPY_NPY1R,1177
NPY_NPY2R,1178
NPY_NPY4R,1179
NPY_NPY5R,1180
NPY_NPY6R,1181
NPY_GPR83,1176
PPY_NPY1R,1255
PPY_NPY2R,1256
PPY_NPY4R,1257
PPY_NPY5R,1258
PPY_NPY6R,1259
PPY_GPR83,1254
PYY_NPY1R,1305
PYY_NPY2R,1306
PYY_NPY4R,1307
PYY_NPY5R,1308
PYY_NPY6R,1309
PYY_GPR83,1304
NPB_NPBWR1,1164
NPW_NPBWR1,1175
NTS_NTSR1,1209
NTS_NTSR2,1210
PDYN_OPRD1,1223
PDYN_OPRK1,1224
PDYN_OPRL1,1225
PDYN_OPRM1,1226
PENK_OPRD1,1228
PENK_OPRK1,1229
PENK_OPRL1,1230
PENK_OPRM1,1231
POMC_OPRD1,1247
POMC_OPRK1,1248
POMC_OPRL1,1249
POMC_OPRM1,1250
HCRT_HCRTR1,749
HCRT_HCRTR2,750
OXT_OXTR,1215
SST_SSTR1,1450
SST_SSTR2,1451
SST_SSTR3,1452
SST_SSTR4,1453
SST_SSTR5,1454
CORT_SSTR1,440
CORT_SSTR2,441
CORT_SSTR3,442
CORT_SSTR4,443
CORT_SSTR5,444
TAC1_TACR1,1455
TAC4_TACR1,1458
TAC1_TACR2,1456
TAC3_TACR3,1457
UTS2_UTS2R,1562
AVP_AVPR2,46
AVP_AVPR1A,44
AVP_AVPR1B,45
PRLH_PRLHR,1260
PRSS3_F2R,1278
CTSG_F2R,452
F2_F2R,594
PLG_F2R,1235
GZMA_F2R,740
PRSS2_F2R,1273
PRSS1_F2R,1268
PRSS3_F2RL1,1279
CTSG_F2RL1,453
F2_F2RL1,595
PLG_F2RL1,1236
GZMA_F2RL1,741
PRSS2_F2RL1,1274
PRSS1_F2RL1,1269
PRSS3_F2RL2,1280
CTSG_F2RL2,454
F2_F2RL2,596
PLG_F2RL2,1237
GZMA_F2RL2,742
PRSS2_F2RL2,1275
PRSS1_F2RL2,1270
PRSS3_F2RL3,1281
CTSG_F2RL3,455
F2_F2RL3,597
GZMA_F2RL3,743
PLG_F2RL3,1238
PRSS2_F2RL3,1276
PRSS1_F2RL3,1271
PRSS3_PARD3,1282
CTSG_PARD3,456
F2_PARD3,598
GZMA_PARD3,744
PLG_PARD3,1239
PRSS2_PARD3,1277
PRSS1_PARD3,1272
PMCH_MCHR1,1240
PROK1_PROKR2,1263
PROK1_PROKR1,1262
PROK2_PROKR1,1264
PROK2_PROKR2,1265
ADCYAP1_ADCYAP1R1,4
VIP_VIPR1,1573
VIP_VIPR2,1574
NPPA_NPR1,1169
NPPB_NPR1,1170
NPPC_NPR2,1171
KITLG_KIT,947
GCG_GIPR,688
GIP_GIPR,733
FSHB_FSHR,678
CGA_FSHR,231
LHB_LHCGR,1103
CGA_LHCGR,232
TSHB_TSHR,1550
CGA_TSHR,233
BDNF_NTRK2,48
NGF_NTRK1,1154
FLT3LG_FLT3,664
HGF_MET,751
KLK3_NTRK1,949
NTF3_NTRK1,1205
NTF3_NTRK2,1206
NTF3_NTRK3,1207
NTF4_NTRK2,1208
SEMA3A_NRP1_PLXNA1,1340
SEMA3A_NRP1_PLXNA2,1341
SEMA3A_NRP1_PLXNA3,1342
SEMA3A_NRP1_PLXNA4,1343
SEMA3B_NRP1_PLXNA1,1344
SEMA3B_NRP1_PLXNA2,1345
SEMA3B_NRP1_PLXNA3,1346
SEMA3B_NRP1_PLXNA4,1347
SEMA3C_NRP1_PLXNA1,1353
SEMA3C_NRP1_PLXNA2,1354
SEMA3C_NRP1_PLXNA3,1355
SEMA3C_NRP1_PLXNA4,1356
SEMA3D_NRP1_PLXNA1,1362
SEMA3D_NRP1_PLXNA2,1363
SEMA3D_NRP1_PLXNA3,1364
SEMA3D_NRP1_PLXNA4,1365
SEMA3B_NRP2_PLXNA1,1348
SEMA3B_NRP2_PLXNA2,1349
SEMA3B_NRP2_PLXNA3,1350
SEMA3B_NRP2_PLXNA4,1351
SEMA3C_NRP2_PLXNA1,1357
SEMA3C_NRP2_PLXNA2,1358
SEMA3C_NRP2_PLXNA3,1359
SEMA3C_NRP2_PLXNA4,1360
SEMA3D_NRP2_PLXNA1,1366
SEMA3D_NRP2_PLXNA2,1367
SEMA3D_NRP2_PLXNA3,1368
SEMA3D_NRP2_PLXNA4,1369
SEMA3F_NRP2_PLXNA1,1371
SEMA3F_NRP2_PLXNA2,1372
SEMA3F_NRP2_PLXNA3,1373
SEMA3F_NRP2_PLXNA4,1374
SEMA3G_NRP2_PLXNA1,1375
SEMA3G_NRP2_PLXNA2,1376
SEMA3G_NRP2_PLXNA3,1377
SEMA3G_NRP2_PLXNA4,1378
SEMA3C_NRP1_NRP2,1352
SEMA3C_PLXND1,1361
SEMA3E_PLXND1,1370
ADM_CALCR,8
ADM_CALCRL,9
AGT_MAS1,12
ANXA1_FPR2,35
ANXA1_FPR1,34
APELA_APLNR,37
CALCA_CALCR,123
CALCA_CALCRL,124
CALCB_CALCR,125
CALCB_CALCRL,126
CRH_CRHR1,445
CRH_CRHR2,446
ENHO_GPR19,578
GAS6_AXL,684
GAS6_MERTK,685
GAS6_TYRO3,686
GCG_GCGR,687
GCG_GLP1R,689
GCG_GLP2R,690
GH1_GHR,726
GH1_PRLR,727
GHRH_VIPR1,730
GHRH_VIPR2,731
GHRH_GHSR,729
GHRH_GHRHR,728
GNRH1_GNRHR,734
GRN_SORT1,736
GUCA2A_GUCY2C,738
GUCA2B_GUCY2C,739
IAPP_CALCR,805
IAPP_CALCRL,806
INSL3_RXFP2,915
INSL3_RXFP1,914
INSL3_RXFP4,917
INSL3_RXFP3,916
INSL5_RXFP4,921
INSL5_RXFP3,920
INSL5_RXFP2,919
INSL5_RXFP1,918
LEP_LEPR,1099
LGALS9_PTPRC,1102
NPS_NPSR1,1172
NPVF_NPFFR1,1173
NPVF_NPFFR2,1174
OSTN_NPR3,1214
PMCH_MERTK,1241
PROS1_AXL,1266
PROS1_TYRO3,1267
PSAP_GPR37L1,1284
PSAP_GPR37,1283
PTH_PTH1R,1289
PTH_PTH2R,1290
PTH2_PTH1R,1286
PTH2_PTH2R,1287
PTHLH_PTH1R,1288
QRFP_QRFPR,1310
RARRES2_GPR1,1315
RARRES2_CMKLR1,1314
RLN1_RXFP2,1320
RLN1_RXFP1,1319
RLN1_RXFP3,1321
RLN1_RXFP4,1322
RLN3_RXFP3,1325
RLN3_RXFP1,1323
RLN3_RXFP4,1326
RLN3_RXFP2,1324
SAA1_FPR2,1327
SCGB3A2_MARCO,1328
SCT_SCTR,1329
SLURP1_CHRNB1,1418
SLURP1_CHRNB2,1419
SLURP1_CHRNB3,1420
SLURP1_CHRNB4,1421
SLURP1_CHRNA1,1409
SLURP1_CHRNA2,1411
SLURP1_CHRNA3,1412
SLURP1_CHRNA4,1413
SLURP1_CHRNA5,1414
SLURP1_CHRNA6,1415
SLURP1_CHRNA9,1417
SLURP1_CHRNA10,1410
SLURP1_CHRND,1422
SLURP1_CHRNE,1423
SLURP1_CHRNG,1424
SLURP1_CHRNA7,1416
SLURP2_CHRNB1,1434
SLURP2_CHRNB2,1435
SLURP2_CHRNB3,1436
SLURP2_CHRNB4,1437
SLURP2_CHRNA1,1425
SLURP2_CHRNA2,1427
SLURP2_CHRNA3,1428
SLURP2_CHRNA4,1429
SLURP2_CHRNA5,1430
SLURP2_CHRNA6,1431
SLURP2_CHRNA7,1432
SLURP2_CHRNA9,1433
SLURP2_CHRNA10,1426
SLURP2_CHRND,1438
SLURP2_CHRNE,1439
SLURP2_CHRNG,1440
BTLA_TNFRSF14,113
TRH_TRHR,1549
UCN_CRHR1,1556
UCN_CRHR2,1557
UCN2_CRHR1,1552
UCN2_CRHR2,1553
UCN3_CRHR1,1554
UCN3_CRHR2,1555
UTS2B_UTS2R,1561
UTS2B_SSTR5,1560
BAG6_NCR3,47
LGALS9_HAVCR2,1101
LGALS9_CD44,1100
COL1A1_ITGA1_ITGB1,251
COL1A2_ITGA1_ITGB1,262
COL2A1_ITGA1_ITGB1,273
COL4A1_ITGA1_ITGB1,284
COL4A2_ITGA1_ITGB1,295
COL4A3_ITGA1_ITGB1,306
COL4A4_ITGA1_ITGB1,317
COL4A5_ITGA1_ITGB1,328
COL4A6_ITGA1_ITGB1,339
COL6A1_ITGA1_ITGB1,350
COL6A2_ITGA1_ITGB1,361
COL6A3_ITGA1_ITGB1,372
COL6A5_ITGA1_ITGB1,383
COL6A6_ITGA1_ITGB1,394
COL9A1_ITGA1_ITGB1,405
COL9A2_ITGA1_ITGB1,416
COL9A3_ITGA1_ITGB1,427
COL1A1_ITGA2_ITGB1,252
COL1A2_ITGA2_ITGB1,263
COL2A1_ITGA2_ITGB1,274
COL4A1_ITGA2_ITGB1,285
COL4A2_ITGA2_ITGB1,296
COL4A3_ITGA2_ITGB1,307
COL4A4_ITGA2_ITGB1,318
COL4A5_ITGA2_ITGB1,329
COL4A6_ITGA2_ITGB1,340
COL6A1_ITGA2_ITGB1,351
COL6A2_ITGA2_ITGB1,362
COL6A3_ITGA2_ITGB1,373
COL6A5_ITGA2_ITGB1,384
COL6A6_ITGA2_ITGB1,395
COL9A1_ITGA2_ITGB1,406
COL9A2_ITGA2_ITGB1,417
COL9A3_ITGA2_ITGB1,428
FN1_ITGA3_ITGB1,667
FN1_ITGA4_ITGB1,668
FN1_ITGA5_ITGB1,670
FN1_ITGA8_ITGB1,671
LAMA1_ITGA1_ITGB1,957
LAMA2_ITGA1_ITGB1,970
LAMA3_ITGA1_ITGB1,983
LAMA4_ITGA1_ITGB1,996
LAMA5_ITGA1_ITGB1,1009
LAMB1_ITGA1_ITGB1,1022
LAMB2_ITGA1_ITGB1,1035
LAMB3_ITGA1_ITGB1,1048
LAMC1_ITGA1_ITGB1,1061
LAMC2_ITGA1_ITGB1,1074
LAMC3_ITGA1_ITGB1,1087
LAMA1_ITGA2_ITGB1,958
LAMA2_ITGA2_ITGB1,971
LAMA3_ITGA2_ITGB1,984
LAMA4_ITGA2_ITGB1,997
LAMA5_ITGA2_ITGB1,1010
LAMB1_ITGA2_ITGB1,1023
LAMB2_ITGA2_ITGB1,1036
LAMB3_ITGA2_ITGB1,1049
LAMC1_ITGA2_ITGB1,1062
LAMC2_ITGA2_ITGB1,1075
LAMC3_ITGA2_ITGB1,1088
CHAD_ITGA2_ITGB1,234
LAMA1_ITGA3_ITGB1,959
LAMA2_ITGA3_ITGB1,972
LAMA3_ITGA3_ITGB1,985
LAMA4_ITGA3_ITGB1,998
LAMA5_ITGA3_ITGB1,1011
LAMB1_ITGA3_ITGB1,1024
LAMB2_ITGA3_ITGB1,1037
LAMB3_ITGA3_ITGB1,1050
LAMC1_ITGA3_ITGB1,1063
LAMC2_ITGA3_ITGB1,1076
LAMC3_ITGA3_ITGB1,1089
RELN_ITGA3_ITGB1,1316
THBS1_ITGA3_ITGB1,1475
THBS2_ITGA3_ITGB1,1481
THBS3_ITGA3_ITGB1,1487
THBS4_ITGA3_ITGB1,1493
COMP_ITGA3_ITGB1,436
COL1A1_ITGA3_ITGB1,253
COL1A2_ITGA3_ITGB1,264
COL2A1_ITGA3_ITGB1,275
COL4A1_ITGA3_ITGB1,286
COL4A2_ITGA3_ITGB1,297
COL4A3_ITGA3_ITGB1,308
COL4A4_ITGA3_ITGB1,319
COL4A5_ITGA3_ITGB1,330
COL4A6_ITGA3_ITGB1,341
COL6A1_ITGA3_ITGB1,352
COL6A2_ITGA3_ITGB1,363
COL6A3_ITGA3_ITGB1,374
COL6A5_ITGA3_ITGB1,385
COL6A6_ITGA3_ITGB1,396
COL9A1_ITGA3_ITGB1,407
COL9A2_ITGA3_ITGB1,418
COL9A3_ITGA3_ITGB1,429
LAMA1_ITGA6_ITGB1,960
LAMA2_ITGA6_ITGB1,973
LAMA3_ITGA6_ITGB1,986
LAMA4_ITGA6_ITGB1,999
LAMA5_ITGA6_ITGB1,1012
LAMB1_ITGA6_ITGB1,1025
LAMB2_ITGA6_ITGB1,1038
LAMB3_ITGA6_ITGB1,1051
LAMC1_ITGA6_ITGB1,1064
LAMC2_ITGA6_ITGB1,1077
LAMC3_ITGA6_ITGB1,1090
LAMA1_ITGA7_ITGB1,962
LAMA2_ITGA7_ITGB1,975
LAMA3_ITGA7_ITGB1,988
LAMA4_ITGA7_ITGB1,1001
LAMA5_ITGA7_ITGB1,1014
LAMB1_ITGA7_ITGB1,1027
LAMB2_ITGA7_ITGB1,1040
LAMB3_ITGA7_ITGB1,1053
LAMC1_ITGA7_ITGB1,1066
LAMC2_ITGA7_ITGB1,1079
LAMC3_ITGA7_ITGB1,1092
VTN_ITGA8_ITGB1,1577
TNC_ITGA8_ITGB1,1504
TNR_ITGA8_ITGB1,1536
TNN_ITGA8_ITGB1,1529
TNXB_ITGA8_ITGB1,1543
NPNT COMPLEX 1_ITGA8_ITGB1,1167
NPNT COMPLEX 2_ITGA8_ITGB1,1168
TNC_ITGA9_ITGB1,1505
TNR_ITGA9_ITGB1,1537
TNN_ITGA9_ITGB1,1530
TNXB_ITGA9_ITGB1,1544
COL1A1_ITGA9_ITGB1,254
COL1A2_ITGA9_ITGB1,265
COL2A1_ITGA9_ITGB1,276
COL4A1_ITGA9_ITGB1,287
COL4A2_ITGA9_ITGB1,298
COL4A3_ITGA9_ITGB1,309
COL4A4_ITGA9_ITGB1,320
COL4A5_ITGA9_ITGB1,331
COL4A6_ITGA9_ITGB1,342
COL6A1_ITGA9_ITGB1,353
COL6A2_ITGA9_ITGB1,364
COL6A3_ITGA9_ITGB1,375
COL6A5_ITGA9_ITGB1,386
COL6A6_ITGA9_ITGB1,397
COL9A1_ITGA9_ITGB1,408
COL9A2_ITGA9_ITGB1,419
COL9A3_ITGA9_ITGB1,430
LAMA1_ITGA9_ITGB1,963
LAMA2_ITGA9_ITGB1,976
LAMA3_ITGA9_ITGB1,989
LAMA4_ITGA9_ITGB1,1002
LAMA5_ITGA9_ITGB1,1015
LAMB1_ITGA9_ITGB1,1028
LAMB2_ITGA9_ITGB1,1041
LAMB3_ITGA9_ITGB1,1054
LAMC1_ITGA9_ITGB1,1067
LAMC2_ITGA9_ITGB1,1080
LAMC3_ITGA9_ITGB1,1093
COL1A1_ITGA10_ITGB1,249
COL1A2_ITGA10_ITGB1,260
COL2A1_ITGA10_ITGB1,271
COL4A1_ITGA10_ITGB1,282
COL4A2_ITGA10_ITGB1,293
COL4A3_ITGA10_ITGB1,304
COL4A4_ITGA10_ITGB1,315
COL4A5_ITGA10_ITGB1,326
COL4A6_ITGA10_ITGB1,337
COL6A1_ITGA10_ITGB1,348
COL6A2_ITGA10_ITGB1,359
COL6A3_ITGA10_ITGB1,370
COL6A5_ITGA10_ITGB1,381
COL6A6_ITGA10_ITGB1,392
COL9A1_ITGA10_ITGB1,403
COL9A2_ITGA10_ITGB1,414
COL9A3_ITGA10_ITGB1,425
COL1A1_ITGA11_ITGB1,250
COL1A2_ITGA11_ITGB1,261
COL2A1_ITGA11_ITGB1,272
COL4A1_ITGA11_ITGB1,283
COL4A2_ITGA11_ITGB1,294
COL4A3_ITGA11_ITGB1,305
COL4A4_ITGA11_ITGB1,316
COL4A5_ITGA11_ITGB1,327
COL4A6_ITGA11_ITGB1,338
COL6A1_ITGA11_ITGB1,349
COL6A2_ITGA11_ITGB1,360
COL6A3_ITGA11_ITGB1,371
COL6A5_ITGA11_ITGB1,382
COL6A6_ITGA11_ITGB1,393
COL9A1_ITGA11_ITGB1,404
COL9A2_ITGA11_ITGB1,415
COL9A3_ITGA11_ITGB1,426
FN1_ITGAV_ITGB1,672
VTN_ITGAV_ITGB1,1578
DSPP_ITGAV_ITGB1,514
FN1_ITGA4_ITGB7,669
FN1_ITGAV_ITGB3,673
VTN_ITGAV_ITGB3,1579
VWF_ITGAV_ITGB3,1584
TNC_ITGAV_ITGB3,1506
TNR_ITGAV_ITGB3,1538
TNN_ITGAV_ITGB3,1531
TNXB_ITGAV_ITGB3,1545
IBSP_ITGAV_ITGB3,807
THBS1_ITGAV_ITGB3,1476
THBS2_ITGAV_ITGB3,1482
THBS3_ITGAV_ITGB3,1488
THBS4_ITGAV_ITGB3,1494
COMP_ITGAV_ITGB3,437
DMP1_ITGAV_ITGB3,507
FN1_ITGA2B_ITGB3,666
VTN_ITGA2B_ITGB3,1576
VWF_ITGA2B_ITGB3,1583
TNC_ITGA2B_ITGB3,1503
TNR_ITGA2B_ITGB3,1535
TNN_ITGA2B_ITGB3,1528
TNXB_ITGA2B_ITGB3,1542
VTN_ITGAV_ITGB5,1580
IBSP_ITGAV_ITGB5,808
TNC_ITGAV_ITGB6,1507
TNR_ITGAV_ITGB6,1539
TNN_ITGAV_ITGB6,1532
TNXB_ITGAV_ITGB6,1546
FN1_ITGAV_ITGB6,674
DSPP_ITGAV_ITGB6,515
VTN_ITGAV_ITGB8,1581
FN1_ITGAV_ITGB8,675
LAMA1_ITGAV_ITGB8,964
LAMA2_ITGAV_ITGB8,977
LAMA3_ITGAV_ITGB8,990
LAMA4_ITGAV_ITGB8,1003
LAMA5_ITGAV_ITGB8,1016
LAMB1_ITGAV_ITGB8,1029
LAMB2_ITGAV_ITGB8,1042
LAMB3_ITGAV_ITGB8,1055
LAMC1_ITGAV_ITGB8,1068
LAMC2_ITGAV_ITGB8,1081
LAMC3_ITGAV_ITGB8,1094
COL1A1_ITGAV_ITGB8,255
COL1A2_ITGAV_ITGB8,266
COL2A1_ITGAV_ITGB8,277
COL4A1_ITGAV_ITGB8,288
COL4A2_ITGAV_ITGB8,299
COL4A3_ITGAV_ITGB8,310
COL4A4_ITGAV_ITGB8,321
COL4A5_ITGAV_ITGB8,332
COL4A6_ITGAV_ITGB8,343
COL6A1_ITGAV_ITGB8,354
COL6A2_ITGAV_ITGB8,365
COL6A3_ITGAV_ITGB8,376
COL6A5_ITGAV_ITGB8,387
COL6A6_ITGAV_ITGB8,398
COL9A1_ITGAV_ITGB8,409
COL9A2_ITGAV_ITGB8,420
COL9A3_ITGAV_ITGB8,431
LAMA1_ITGA6_ITGB4,961
LAMA2_ITGA6_ITGB4,974
LAMA3_ITGA6_ITGB4,987
LAMA4_ITGA6_ITGB4,1000
LAMA5_ITGA6_ITGB4,1013
LAMB1_ITGA6_ITGB4,1026
LAMB2_ITGA6_ITGB4,1039
LAMB3_ITGA6_ITGB4,1052
LAMC1_ITGA6_ITGB4,1065
LAMC2_ITGA6_ITGB4,1078
LAMC3_ITGA6_ITGB4,1091
FN1_CD44,665
COL1A1_CD44,247
COL1A2_CD44,258
COL2A1_CD44,269
COL4A1_CD44,280
COL4A2_CD44,291
COL4A3_CD44,302
COL4A4_CD44,313
COL4A5_CD44,324
COL4A6_CD44,335
COL6A1_CD44,346
COL6A2_CD44,357
COL6A3_CD44,368
COL6A5_CD44,379
COL6A6_CD44,390
COL9A1_CD44,401
COL9A2_CD44,412
COL9A3_CD44,423
LAMA1_CD44,955
LAMA2_CD44,968
LAMA3_CD44,981
LAMA4_CD44,994
LAMA5_CD44,1007
LAMB1_CD44,1020
LAMB2_CD44,1033
LAMB3_CD44,1046
LAMC1_CD44,1059
LAMC2_CD44,1072
LAMC3_CD44,1085
COL1A1_SDC1,256
COL1A2_SDC1,267
COL2A1_SDC1,278
COL4A1_SDC1,289
COL4A2_SDC1,300
COL4A3_SDC1,311
COL4A4_SDC1,322
COL4A5_SDC1,333
COL4A6_SDC1,344
COL6A1_SDC1,355
COL6A2_SDC1,366
COL6A3_SDC1,377
COL6A5_SDC1,388
COL6A6_SDC1,399
COL9A1_SDC1,410
COL9A2_SDC1,421
COL9A3_SDC1,432
FN1_SDC1,676
TNC_SDC1,1508
TNR_SDC1,1540
TNN_SDC1,1533
TNXB_SDC1,1547
THBS1_SDC1,1477
THBS2_SDC1,1483
THBS3_SDC1,1489
THBS4_SDC1,1495
COMP_SDC1,438
COL1A1_SDC4,257
COL1A2_SDC4,268
COL2A1_SDC4,279
COL4A1_SDC4,290
COL4A2_SDC4,301
COL4A3_SDC4,312
COL4A4_SDC4,323
COL4A5_SDC4,334
COL4A6_SDC4,345
COL6A1_SDC4,356
COL6A2_SDC4,367
COL6A3_SDC4,378
COL6A5_SDC4,389
COL6A6_SDC4,400
COL9A1_SDC4,411
COL9A2_SDC4,422
COL9A3_SDC4,433
FN1_SDC4,677
TNC_SDC4,1509
TNR_SDC4,1541
TNN_SDC4,1534
TNXB_SDC4,1548
THBS1_SDC4,1478
THBS2_SDC4,1484
THBS3_SDC4,1490
THBS4_SDC4,1496
COMP_SDC4,439
LAMA1_SV2A,965
LAMA2_SV2A,978
LAMA3_SV2A,991
LAMA4_SV2A,1004
LAMA5_SV2A,1017
LAMB1_SV2A,1030
LAMB2_SV2A,1043
LAMB3_SV2A,1056
LAMC1_SV2A,1069
LAMC2_SV2A,1082
LAMC3_SV2A,1095
LAMA1_SV2B,966
LAMA2_SV2B,979
LAMA3_SV2B,992
LAMA4_SV2B,1005
LAMA5_SV2B,1018
LAMB1_SV2B,1031
LAMB2_SV2B,1044
LAMB3_SV2B,1057
LAMC1_SV2B,1070
LAMC2_SV2B,1083
LAMC3_SV2B,1096
LAMA1_SV2C,967
LAMA2_SV2C,980
LAMA3_SV2C,993
LAMA4_SV2C,1006
LAMA5_SV2C,1019
LAMB1_SV2C,1032
LAMB2_SV2C,1045
LAMB3_SV2C,1058
LAMC1_SV2C,1071
LAMC2_SV2C,1084
LAMC3_SV2C,1097
THBS1_CD36,1473
THBS2_CD36,1479
THBS3_CD36,1485
THBS4_CD36,1491
COMP_CD36,434
VWF_GP COMPLEX,1582
COL1A1_GP6,248
COL1A2_GP6,259
COL2A1_GP6,270
COL4A1_GP6,281
COL4A2_GP6,292
COL4A3_GP6,303
COL4A4_GP6,314
COL4A5_GP6,325
COL4A6_GP6,336
COL6A1_GP6,347
COL6A2_GP6,358
COL6A3_GP6,369
COL6A5_GP6,380
COL6A6_GP6,391
COL9A1_GP6,402
COL9A2_GP6,413
COL9A3_GP6,424
THBS1_CD47,1474
THBS2_CD47,1480
THBS3_CD47,1486
THBS4_CD47,1492
COMP_CD47,435
AGRN_DAG1,10
HSPG2_DAG1,804
LAMA1_DAG1,956
LAMA2_DAG1,969
LAMA3_DAG1,982
LAMA4_DAG1,995
LAMA5_DAG1,1008
LAMB1_DAG1,1021
LAMB2_DAG1,1034
LAMB3_DAG1,1047
LAMC1_DAG1,1060
LAMC2_DAG1,1073
LAMC3_DAG1,1086
ADGRE5_CD55,5
ALCAM_CD6,13
ANXA1_FPR2_LXA4,36
APP_CD74,39
CADM1_CADM1,121
CADM3_CADM3,122
CD22_PTPRC,199
CD226_NECTIN2,197
CD226_PVR,198
FCER2_ITGAM_ITGB2,601
FCER2_ITGAX_ITGB2,603
FCER2_ITGAV_ITGB3,602
FCER2_CR2,600
CD34_SELP,201
ENTPD1_ADORA1,579
ENTPD1_ADORA2A,580
ENTPD1_ADORA2B,581
ENTPD1_TMIGD3,582
CD40LG_CD40,202
PTPRC_CD22,1299
PTPRC_MRC1,1300
CD46_JAG1,206
CD48_CD244,207
CD6_ALCAM,209
CD80_CD274,211
CD80_CD28,212
CD80_CTLA4,213
CD86_CD28,214
CD86_CTLA4,215
CD96_NECTIN1,217
CD96_PVR,218
CD99_PILRA,221
CD99_CD99,219
CD99_CD99L2,220
CDH15_CDH15,222
CDH4_CDH4,228
CDH2_CDH2,227
CDH1_CDH1,223
CDH1_ITGA2_ITGB1,224
