,Proximal Tubule,Principal Cells,Thick Ascending Limb,Intercalated Cells Type A,Endothelial Cell,Distal Convoluted Tubule,Connecting Tubule,Mesangial Cells,Intercalated Cells Type B,Leukocyte
187,0.1261427,0.029106665,0.036049284,0.6219387,0.033079673,0.039476305,0.09540358,0.0072456384,0.0072923345,0.0042651356
188,0.6977686,0.016175982,0.15209049,0.028331418,0.05025727,0.03344577,0.013163966,0.0058772927,0.0012093317,0.0016798454
189,0.23463495,0.23685691,0.41300085,0.01069737,0.004684382,0.019501738,0.014167327,0.035073336,0.001030351,0.030352809
190,0.11505056,0.026994951,0.20973669,0.6118626,0.015205574,0.0041623185,0.013576947,0.0012184349,0.00057901,0.0016129715
191,0.3373297,0.14927724,0.1903701,0.11406889,0.084314786,0.006188455,0.014549818,0.098625414,0.0015633274,0.003712343
192,0.48003262,0.15401742,0.0005712446,0.35977513,0.0011019802,0.00012016702,0.00031924865,0.0035461856,0.00026268882,0.00025322492
193,0.2696298,0.04622786,0.12565291,0.5148559,0.021710416,0.01434345,0.0026135556,0.001644258,0.0006357122,0.0026860873
194,0.14947642,0.11621348,0.2314029,0.19618313,0.054985482,0.007049666,0.0014029406,0.23345684,0.006400765,0.0034283937
195,0.1568731,0.13599665,0.16098894,0.043089915,0.02414495,0.42150584,0.010428158,0.04266921,0.00235488,0.0019484381
196,0.191513,0.36131012,0.28413984,0.02314436,0.017377,0.040505435,0.07809542,0.0035077592,0.00014675772,0.00026034427
197,0.29842103,0.1027994,0.21732397,0.024150973,0.0050415406,0.011429687,0.003333568,0.33635435,0.00048624174,0.0006593174
198,0.28460336,0.22077358,0.31256753,0.13358057,0.006106994,0.0266472,0.002939602,0.011331192,0.0011897308,0.00026021647
199,0.06714993,0.0034262417,0.017386058,0.0020666341,0.90398014,0.0033151659,0.0001890664,0.0015657174,0.0006571957,0.00026387293
200,0.72388804,0.18583539,0.013089781,0.029466346,0.003753855,0.0072307093,0.031196464,0.004049139,0.00019799851,0.0012922797
201,0.6745214,0.19609763,0.07565054,0.028581612,0.009770998,0.00089348265,0.007812034,0.003980328,0.00076011155,0.0019319588
