,Proximal Tubule,Principal Cells,Thick Ascending Limb,Intercalated Cells Type A,Endothelial Cell,Distal Convoluted Tubule,Connecting Tubule,Mesangial Cells,Intercalated Cells Type B,Leukocyte
0,0.13694617,0.09879658,0.2702557,0.2818221,0.1468459,0.062276877,0.0010174424,0.0016477064,0.00012757014,0.0002638777
1,0.22120471,0.13099287,0.35166496,0.29297796,0.0010010417,0.0004206815,0.0004501561,0.0010234712,7.131236e-05,0.00019277734
2,0.9526924,0.015721297,0.010031427,0.0023983282,0.00957155,0.004267659,0.00037084872,0.0031509495,0.0009696808,0.0008258148
3,0.10300726,0.30630448,0.5179262,0.00097297004,0.007570392,0.008370877,0.051056623,0.004270005,0.0003116697,0.00020954115
4,0.14454724,0.22558065,0.1322976,0.0009528282,0.00010571488,0.49603745,0.00030285117,9.855799e-05,2.0268564e-05,5.684624e-05
5,0.043226965,7.9782585e-05,0.119190104,0.836065,0.0007362032,3.68482e-05,0.00018282047,0.0004246608,1.364235e-05,4.3918153e-05
6,0.15762775,0.00017602315,0.00044120682,0.83975244,0.001284707,0.0004133402,4.9004928e-05,0.00012189951,0.00010093134,3.271401e-05
7,0.36840084,0.13694814,0.012460636,0.034928937,3.866863e-05,0.15733334,3.529317e-05,0.28973353,7.375669e-05,4.6984405e-05
8,0.0005667884,0.0003680588,0.0011745798,0.00033805528,0.9959311,0.00024192633,0.0006692654,0.0004141567,0.00012351118,0.00017260764
9,0.15127307,0.010224957,0.23423626,0.5825636,0.019817702,0.00036403225,0.0004201257,0.00055372156,0.00016289548,0.00038377667
10,0.07167314,0.038843162,0.00074573344,0.88561535,0.0024218047,0.0002484793,6.1810286e-05,0.000102169826,6.830175e-05,0.00022011486
11,0.22045387,0.10885194,0.00032432954,0.00043735863,0.00025575637,0.66776323,0.0005216201,9.629103e-05,1.878662e-05,0.0012768116
12,0.075172596,0.23298894,0.11888799,0.0041291537,0.00362816,0.56027466,0.0041700886,0.00019054818,0.00019875866,0.00035911868
13,0.019921308,0.0004299811,0.040298175,0.26884225,0.00024641427,0.11287415,0.00012088847,0.55696476,1.5804422e-05,0.0002862682
14,0.28619972,0.14322846,0.00080977246,0.00011803164,0.0005119944,6.4204e-05,0.5684114,0.00052640337,4.831834e-05,8.1808874e-05
15,0.087461956,0.028620603,0.0047151865,0.50560856,0.00014250915,0.37297487,0.00026009005,0.00018899684,1.177308e-05,1.54404e-05
16,0.3042708,0.12745897,0.011457693,0.0001684091,0.010686863,0.0010482385,0.21042328,0.33424035,8.049455e-05,0.00016480495
17,0.033334605,0.040863723,0.21000896,0.10677773,0.0016425205,0.08592883,6.622325e-06,0.00014103338,0.5212546,4.1477655e-05
18,0.053370725,0.0005276104,5.537413e-05,1.9091603e-05,0.026662188,7.6223873e-06,1.9878375e-05,0.9192968,1.5156003e-05,2.5480904e-05
19,0.3017611,0.0028550173,0.011030677,0.5811646,0.002025844,0.00034395116,0.00014389634,0.10038993,9.7717e-05,0.00018729377
20,0.37220976,0.14952405,0.38661283,0.001040242,0.0033177785,0.00091287657,0.00046282276,0.08451083,0.000113654314,0.0012951968
21,0.048867606,0.13034733,0.24631532,0.003381468,0.0008746799,0.5693779,0.0002811646,0.0003009942,2.7240862e-05,0.00022629277
22,0.21257736,0.23108141,0.36035305,0.009613332,0.0019665165,0.1811794,0.000489146,0.0025074282,9.5856776e-05,0.00013667034
23,0.6551808,0.00010545628,0.00014807592,0.34077957,0.00025080788,0.00063867745,0.00029604716,4.954845e-05,0.0022488777,0.0003020391
24,0.027664345,0.004599898,0.0067466567,0.9582038,0.0007513414,0.0005497838,0.00034514978,0.00086861744,3.4474127e-05,0.00023595878
25,0.122021675,0.17417867,0.25367597,0.018332934,0.0027708896,0.3206602,0.0049028313,0.101122856,0.00080474484,0.0015292438
26,0.15369423,0.06753381,0.00013786241,0.0005639492,0.77233416,0.00079612865,0.0045423904,0.00015417978,5.0774215e-05,0.00019246279
27,0.22719146,0.0032424247,0.0008951074,0.33432734,0.0019439673,0.00024558106,0.0002663638,0.4308123,0.0002784082,0.0007970711
28,0.11718855,0.19019784,0.68230236,0.0010555706,0.002456153,0.0030817154,0.00106808,0.0023609349,6.388908e-05,0.00022496063
29,0.021876695,0.03090098,0.0014082905,0.60594046,0.0011688661,0.00042703736,0.33727354,0.0006377425,0.00024843405,0.00011788444
30,0.381755,0.5195892,0.00084262656,0.0022039597,0.00078738056,0.0005710251,0.00034789147,0.09346179,1.9444871e-05,0.00042161086
31,0.054726172,0.078735895,0.12373983,0.0018860025,0.74022883,0.00014549796,0.00017809893,0.00011204798,6.39673e-05,0.00018369195
32,0.847695,0.07330714,0.07395716,0.0019764346,0.00026117644,0.00081361603,0.0009153211,0.00087373814,1.4435286e-05,0.00018587384
33,0.12243722,0.25937733,0.30895352,0.00046787687,0.006150719,0.2861518,0.0151268635,0.0011353766,0.00014638681,5.2998694e-05
34,0.691874,0.025789188,0.26919982,0.003947618,0.00064944784,0.004525761,0.00096612796,0.00095513754,0.0008600936,0.001232841
35,0.117847815,0.20172086,0.45087227,0.001695552,0.00045456245,0.0737392,0.00015260157,0.15335038,4.8116664e-05,0.0001186425
36,0.19254634,0.20944935,0.34469166,0.0019474054,0.0002407897,0.24204873,0.0076822834,0.0011635191,0.00013140375,9.856222e-05
37,0.9972798,0.0009458485,0.00014659627,5.9530223e-05,0.00065526227,0.00014971642,3.3037875e-05,0.0006636937,1.9718329e-05,4.6674613e-05
38,0.019112604,0.00031934146,0.07462345,0.00083414785,0.6809266,4.6175366e-05,5.3080654e-05,0.0032698,0.22063245,0.00018235302
39,0.5681625,0.3996869,0.0011327649,0.008911185,0.004805761,0.0023217923,0.012007879,0.0008929268,0.00075552345,0.0013227849
40,0.14592624,0.010098411,0.007718106,0.001177348,0.0004062571,8.6766384e-05,4.135634e-05,0.8345068,7.394599e-06,3.1319927e-05
41,0.011500752,0.3137649,0.00019359337,0.08017057,0.00032562358,0.00011532337,0.00011006384,0.304642,3.5944766e-05,0.28914124
42,0.5409811,0.27481228,0.035899416,0.0022602025,0.0028725087,0.13912404,0.002342759,0.00049839146,0.00024203604,0.0009673001
43,0.0024687478,0.008040979,0.21002059,0.0014768511,0.7646047,0.000923039,0.00016190787,0.01212133,2.8174833e-05,0.00015376305
44,0.18002023,0.024970178,0.38996547,0.29501855,0.0017754536,0.10615673,0.0005993771,0.0013598255,2.7765116e-05,0.00010653972
45,0.1442035,0.30963013,0.22968149,0.0005331118,0.29860663,0.0030840053,0.0017393924,0.010617961,0.0014184533,0.00048539066
46,0.12314975,0.24117559,0.0034477697,0.27525377,0.005401957,0.0006786209,0.28130522,0.06929824,3.5923447e-05,0.00025318025
47,0.04518587,0.17651601,0.11658325,0.00019493577,0.0007747405,0.48080432,0.17967166,0.00022235094,1.1605315e-05,3.532468e-05
48,0.13571918,0.8170466,0.005416622,0.0067685423,0.003292771,0.0016199868,0.013666828,0.014898837,0.00020222146,0.0013683691
49,0.0259175,0.0065562385,0.07885946,0.3767795,0.0024742614,0.0006387783,0.0018100754,0.0029303604,0.5030732,0.0009605343
50,0.06502567,0.12320487,0.00067751814,0.00016660352,0.00029665968,8.1352686e-05,0.8102139,0.0002613448,6.004023e-05,1.2061489e-05
51,0.023944005,0.08444335,0.026830493,8.455189e-05,0.35078207,0.31816402,0.11319933,0.08250249,7.461007e-06,4.2277887e-05
52,0.30724892,0.03505217,0.6541669,0.0003085874,0.0016306215,0.0001480128,0.00025609854,0.0004440129,3.4828176e-05,0.00070982415
53,0.018471377,0.10529795,0.003012595,0.00047306548,0.00014157135,0.03821357,0.27119482,0.56317645,1.0217777e-05,8.313535e-06
54,0.2029486,0.0035646402,0.00504024,0.7872119,0.00033356986,0.00046500875,0.00024007264,0.000104271225,2.86308e-05,6.310867e-05
